,missions_been_on,failed_missions_been_on,missions_voted_up1,missions_voted_up2,missions_voted_up3,missions_voted_up4,missions_voted_up5,missions_voted_up6,missions_voted_down1,missions_voted_down2,missions_voted_down3,missions_voted_down4,missions_voted_down5,missions_voted_down6,Spy
2489,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1
2490,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0
2491,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
2492,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0
2493,1,1,0,0,0,1,0,0,3,0,1,0,0,0,0
2494,2,1,0,0,0,0,0,0,3,0,1,0,0,0,1
2495,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0
2496,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0
2497,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1
2498,2,0,1,1,2,1,0,0,0,0,0,0,0,0,0
2499,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1
2500,1,1,0,0,0,1,0,0,2,0,1,1,0,0,1
2501,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0
2502,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
2503,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1
2504,1,1,3,1,1,0,1,0,0,0,0,0,0,0,1
2505,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1
2506,2,1,2,1,0,1,0,0,1,0,0,0,0,0,0
2507,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0
2508,2,2,1,1,1,0,0,0,0,0,0,0,0,0,1
2509,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0
2510,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1
2511,1,1,1,2,2,0,1,0,0,0,0,1,1,0,0
2512,1,1,0,0,0,1,0,0,2,2,0,0,0,0,0
2513,2,2,0,1,0,0,0,0,3,0,1,1,0,0,1
2514,1,1,2,1,1,2,0,0,0,0,0,0,0,0,0
2515,2,1,2,0,3,0,0,0,0,0,0,0,0,0,0
2516,2,1,2,1,0,0,0,0,2,1,0,0,0,0,0
2517,1,0,0,0,0,0,0,0,1,0,3,0,0,0,0
2518,1,1,2,2,1,0,1,0,0,0,0,0,0,0,1
2519,3,2,0,1,0,1,0,0,1,1,0,1,0,0,0
2520,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0
2521,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0
2522,2,1,4,2,1,1,0,0,0,0,0,0,0,0,0
2523,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
2524,0,0,2,0,2,1,0,0,0,0,0,0,0,0,1
2525,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0
2526,3,2,2,1,0,1,1,0,0,0,0,0,0,0,0
2527,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1
2528,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0
2529,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0
2530,1,1,0,0,1,0,0,0,2,2,0,0,0,0,0
2531,1,1,2,1,0,0,1,0,0,0,0,0,0,0,0
2532,3,2,2,0,1,1,0,0,2,0,1,1,0,0,0
2533,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
2534,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0
2535,1,1,0,0,0,0,0,0,3,0,0,1,0,0,1
2536,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
2537,1,1,1,2,1,0,0,0,0,0,0,0,0,0,1
2538,1,1,2,2,0,0,1,0,0,0,0,0,0,0,0
2539,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2540,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0
2541,1,0,0,0,1,0,0,0,2,1,1,0,0,0,0
2542,2,2,2,0,2,0,0,0,0,0,0,0,0,0,1
2543,2,2,1,1,0,1,0,0,0,1,0,0,0,0,1
2544,2,1,2,1,0,1,0,0,0,0,0,0,0,0,0
2545,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0
2546,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
2547,3,2,2,2,0,1,0,0,0,0,0,0,0,0,0
2548,1,1,2,1,1,1,0,0,0,0,0,0,0,0,1
2549,2,1,1,1,0,1,0,0,0,0,0,1,0,0,0
2550,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
2551,1,0,3,0,1,0,0,0,0,0,1,0,0,0,0
2552,3,2,3,0,1,0,0,1,0,0,0,0,0,0,0
2553,1,0,1,0,2,0,0,0,1,0,0,0,0,0,1
2554,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0
2555,1,1,1,0,2,0,0,0,0,0,0,0,0,0,1
2556,1,0,0,1,0,0,0,0,3,3,0,1,0,0,0
2557,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0
2558,1,1,2,1,1,0,1,0,0,0,0,0,0,0,1
2559,2,1,0,0,1,0,0,0,1,2,1,0,0,0,0
2560,1,1,1,3,0,1,0,0,0,0,0,0,0,0,1
2561,3,2,3,1,0,0,1,0,0,0,0,0,0,0,0
2562,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0
2563,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0
2564,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0
2565,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0
2566,2,1,2,1,0,1,2,0,0,0,0,0,0,0,0
2567,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2568,2,0,0,0,0,1,0,0,2,1,1,0,0,0,0
2569,1,0,3,0,1,1,0,0,0,0,0,0,0,0,0
2570,0,0,0,1,2,0,1,0,1,0,0,0,0,0,1
2571,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0
2572,1,1,2,2,0,0,1,0,0,0,0,0,0,0,0
2573,2,1,2,1,1,1,0,0,0,0,0,0,0,0,0
2574,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0
2575,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0
2576,2,2,1,0,2,0,0,0,0,0,0,0,0,0,0
2577,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0
2578,2,2,2,2,0,1,0,0,0,0,0,0,0,0,1
2579,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0
2580,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0
2581,1,0,0,1,0,0,0,0,2,3,0,0,0,0,0
2582,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2583,2,2,1,0,0,1,0,0,1,1,1,0,0,0,1
2584,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0
2585,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0
2586,2,1,2,1,1,0,0,0,0,0,0,0,0,0,1
2587,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
2588,2,0,0,0,1,0,0,0,3,1,1,0,0,0,0
2589,2,2,1,0,1,0,0,0,0,0,1,0,1,0,1
2590,2,1,2,1,0,0,1,0,1,0,0,0,0,0,1
2591,3,1,3,1,0,0,1,0,0,0,0,0,0,0,0
2592,2,1,1,2,0,0,0,0,0,0,0,1,0,0,1
2593,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0
2594,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2595,1,1,0,0,0,0,0,0,2,1,0,1,0,0,0
2596,1,1,0,0,0,0,0,0,2,1,0,1,0,0,1
2597,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0
2598,2,0,0,0,0,0,0,0,5,0,1,0,0,0,0
2599,2,2,1,0,1,1,0,0,1,0,0,0,0,0,1
2600,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0
2601,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0
2602,2,2,2,1,0,1,1,0,0,0,0,0,0,0,1
2603,1,1,0,0,1,0,0,0,2,2,0,1,0,0,0
2604,0,0,1,0,0,0,0,0,1,3,0,0,2,0,1
2605,2,1,2,1,0,0,0,0,0,0,1,0,0,0,0
2606,3,1,0,0,1,0,0,0,2,3,2,1,0,0,0
2607,2,2,1,2,0,1,0,0,0,0,0,0,0,0,1
2608,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
2609,2,2,2,2,0,0,1,0,0,0,0,0,0,0,1
2610,2,2,0,1,0,0,0,0,1,0,1,0,0,0,1
2611,1,1,2,0,0,0,0,0,0,1,1,0,0,0,1
2612,1,1,2,1,0,0,1,0,0,0,0,0,0,0,1
2613,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0
2614,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0
2615,1,1,0,1,0,0,0,0,4,0,3,1,1,0,1
2616,2,2,2,1,2,0,0,1,0,0,0,0,0,0,0
2617,1,1,1,0,0,0,0,0,0,1,2,0,0,0,1
2618,1,1,1,2,0,0,1,0,0,0,0,0,0,0,1
2619,2,0,0,0,0,0,1,0,2,1,1,1,0,0,0
2620,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0
2621,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1
2622,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1
2623,2,1,2,1,1,1,0,0,0,0,0,0,0,0,0
2624,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0
2625,2,2,2,2,0,0,1,0,0,0,0,0,0,0,1
2626,3,2,1,0,0,1,0,0,1,2,0,1,1,0,1
2627,1,1,2,2,0,0,2,0,0,0,0,0,0,0,1
2628,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0
2629,2,2,2,1,1,0,2,0,0,0,0,0,0,0,1
2630,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0
2631,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
2632,3,2,3,1,0,1,1,0,0,0,0,0,0,0,0
2633,1,0,0,0,0,0,0,0,2,1,0,0,1,0,0
2634,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0
2635,2,1,1,0,0,0,0,0,1,1,1,0,0,0,0
2636,1,0,0,1,0,0,0,0,1,0,2,0,0,0,1
2637,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
2638,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0
2639,1,0,0,0,0,0,0,0,4,0,0,0,0,0,1
2640,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0
2641,1,1,0,0,0,0,0,0,3,0,0,1,0,0,1
2642,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1
2643,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0
2644,1,1,2,0,0,1,0,0,1,0,0,0,0,0,0
2645,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1
2646,1,1,2,0,0,0,0,0,0,0,1,0,0,0,1
2647,2,2,1,1,0,1,0,0,0,1,1,0,0,0,1
2648,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
2649,2,2,2,0,2,0,1,0,0,0,0,0,0,0,0
2650,1,1,1,0,2,1,0,0,0,0,0,0,0,0,0
2651,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
2652,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0
2653,2,2,1,1,1,0,0,0,0,0,0,0,0,0,1
2654,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
2655,1,1,0,0,0,1,0,0,1,3,0,0,0,0,1
2656,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
2657,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0
2658,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1
2659,2,1,3,0,0,3,0,0,0,0,0,0,0,0,0
2660,1,1,0,0,0,0,0,0,2,1,1,0,0,0,1
2661,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
2662,1,0,0,0,0,0,0,0,2,1,0,1,0,0,0
2663,1,1,1,2,0,1,0,0,0,0,0,0,0,0,1
2664,3,2,1,0,0,0,0,0,0,2,1,0,0,0,1
2665,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0
2666,3,1,2,1,0,1,0,0,0,1,0,0,0,0,0
2667,1,1,1,2,0,0,0,0,0,0,0,0,1,0,0
2668,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0
2669,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0
2670,1,1,1,0,2,1,0,0,0,0,0,0,0,0,0
2671,1,0,0,1,0,0,0,0,2,1,1,1,0,0,0
2672,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
2673,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0
2674,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1
2675,1,1,1,2,1,0,0,0,0,0,0,0,0,0,1
2676,2,2,1,0,2,0,0,0,0,0,0,0,0,0,1
2677,1,0,2,1,1,1,0,0,0,0,0,0,0,0,0
2678,1,0,1,1,2,0,0,0,1,0,0,0,0,0,0
2679,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0
2680,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1
2681,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
2682,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0
2683,2,1,0,0,1,0,0,0,2,1,1,0,0,0,1
2684,2,2,1,1,0,1,0,0,0,1,0,0,0,0,1
2685,2,1,3,0,0,2,0,0,0,0,0,0,0,0,0
2686,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2687,3,1,3,1,0,0,1,0,0,0,0,0,0,0,0
2688,3,2,1,0,2,0,0,0,0,0,1,0,0,0,1
2689,2,1,1,1,1,0,1,0,1,0,0,2,0,0,1
2690,2,2,1,1,2,1,0,0,0,0,0,0,0,0,1
2691,1,1,3,0,1,1,0,0,0,0,0,0,0,0,1
2692,0,0,1,1,2,1,0,0,0,0,0,0,0,0,1
2693,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1
2694,2,2,0,0,1,0,0,0,1,2,1,0,0,0,1
2695,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1
2696,2,1,2,1,1,0,1,0,0,0,0,0,0,0,0
2697,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0
2698,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
2699,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1
2700,0,0,1,1,3,0,1,0,0,0,0,0,0,0,0
2701,1,0,3,1,0,0,1,0,0,0,0,0,0,0,0
2702,1,0,2,0,1,2,0,0,0,0,1,0,0,0,1
2703,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1
2704,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0
2705,1,1,1,1,0,2,0,0,0,0,0,0,0,0,1
2706,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1
2707,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0
2708,2,2,1,0,2,0,0,0,0,0,0,0,0,0,1
2709,2,1,2,1,1,0,1,0,0,0,0,0,0,0,0
2710,1,1,2,0,1,1,0,0,0,0,0,0,0,0,1
2711,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
2712,1,1,2,0,1,0,0,0,0,0,0,0,0,0,1
2713,1,0,1,1,2,0,0,0,2,0,0,0,0,0,0
2714,1,0,2,1,2,1,0,0,0,0,0,0,0,0,0
2715,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0
2716,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0
2717,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0
2718,1,1,2,0,0,1,0,0,1,0,0,0,0,0,1
2719,1,1,2,1,1,0,1,0,0,0,0,0,0,0,0
2720,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0
2721,2,2,3,0,1,0,0,1,0,0,0,0,0,0,1
2722,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0
2723,0,0,0,0,1,0,0,0,2,1,0,1,0,0,0
2724,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
2725,2,1,2,1,1,1,0,0,0,0,0,0,0,0,0
2726,1,1,2,0,1,2,0,0,0,0,0,0,0,0,0
2727,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0
2728,1,1,2,0,1,0,0,0,0,0,0,0,0,0,1
2729,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0
2730,2,2,3,0,0,1,0,1,0,0,0,0,0,0,1
2731,1,1,2,1,0,1,0,0,0,0,0,0,0,0,1
2732,1,1,0,1,0,0,1,0,2,2,0,0,0,0,1
2733,1,1,2,1,0,1,0,0,0,0,0,0,0,0,1
2734,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0
2735,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0
2736,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0
2737,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0
2738,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1
2739,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0
2740,2,2,1,0,1,0,0,0,1,2,1,0,0,0,1
2741,1,1,2,1,0,1,0,0,0,0,0,0,0,0,1
2742,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0
2743,1,1,2,1,0,0,1,0,0,0,0,0,0,0,0
2744,1,1,1,0,2,1,0,0,1,0,0,0,0,0,0
2745,2,2,0,0,0,0,0,0,1,0,1,0,1,0,1
2746,2,1,1,1,0,0,0,0,1,1,0,1,0,0,0
2747,2,0,1,2,2,0,0,0,0,0,0,0,0,0,0
2748,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0
2749,2,2,0,0,0,1,0,0,3,0,1,0,0,0,1
2750,1,1,2,0,1,1,0,0,0,0,0,0,0,0,0
2751,2,1,0,0,1,0,0,0,1,1,0,1,0,0,0
2752,0,0,1,1,5,0,0,0,0,0,0,0,0,0,1
2753,1,1,0,0,0,0,0,0,2,1,0,1,0,0,1
2754,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0
2755,0,0,0,0,0,0,1,0,1,1,2,0,0,0,0
2756,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1
2757,2,2,1,0,1,0,1,0,2,1,0,0,0,0,1
2758,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
2759,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
2760,2,1,2,1,0,0,0,0,0,0,1,0,0,0,0
2761,1,1,0,1,0,0,0,0,2,0,1,1,0,0,1
2762,1,0,1,0,0,0,0,0,2,0,0,0,0,0,1
2763,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
2764,2,2,0,0,0,1,0,0,2,3,0,1,0,0,1
2765,2,1,2,5,1,0,0,0,0,0,0,0,0,0,0
2766,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1
2767,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0
2768,1,1,0,0,0,0,1,0,2,1,1,0,0,0,1
2769,1,0,3,1,0,1,0,0,0,0,0,0,0,0,0
2770,2,1,1,0,0,0,0,0,1,1,0,0,1,0,0
2771,1,1,2,0,1,0,0,0,0,0,0,0,0,0,1
2772,1,1,2,1,1,0,1,0,0,0,0,0,0,0,1
2773,2,2,0,0,0,0,0,0,2,0,1,0,0,0,0
2774,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
2775,1,1,1,2,1,1,0,0,0,0,0,0,0,0,1
2776,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0
2777,2,1,0,0,1,0,0,0,3,1,0,0,0,0,0
2778,2,1,2,1,1,1,0,0,0,0,0,0,0,0,0
2779,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1
2780,3,1,0,0,1,0,0,0,1,2,1,0,0,0,0
2781,2,2,2,1,0,1,0,0,0,1,0,0,0,0,1
2782,2,1,2,2,0,1,0,0,0,1,0,1,0,0,0
2783,3,1,3,1,0,1,1,0,0,0,1,1,1,0,0
2784,1,1,2,1,1,0,1,0,0,0,0,0,0,0,0
2785,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0
2786,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
2787,1,1,0,0,0,1,0,0,1,2,1,0,0,0,1
2788,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0
2789,3,1,2,2,1,0,1,0,0,0,0,0,0,0,0
2790,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1
2791,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0
2792,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0
2793,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0
2794,2,1,3,1,1,1,0,0,0,0,0,0,0,0,0
2795,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0
2796,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
2797,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0
2798,1,1,0,1,0,0,0,0,3,0,1,0,1,0,1
2799,3,2,2,1,0,0,1,0,1,1,0,0,0,0,1
2800,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0
2801,1,1,0,1,0,0,0,0,3,1,0,0,1,0,0
2802,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0
2803,2,2,1,0,1,0,1,0,1,1,0,0,0,0,1
2804,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2805,2,1,1,2,0,1,0,0,0,0,0,0,0,0,0
2806,1,1,2,1,0,2,0,0,0,0,0,0,0,0,1
2807,1,1,3,1,0,2,1,0,0,0,0,0,0,0,1
2808,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0
2809,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0
2810,1,1,1,0,0,1,0,0,3,0,0,2,0,0,0
2811,2,2,1,0,1,0,0,1,1,1,0,0,0,0,1
2812,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0
2813,3,1,1,1,2,1,0,0,0,0,0,0,0,0,0
2814,0,0,1,0,1,2,0,0,0,0,0,0,0,0,1
2815,3,2,2,1,1,0,1,0,0,0,0,0,0,0,0
2816,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
2817,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
2818,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1
2819,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
2820,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
2821,1,1,2,0,1,0,0,0,1,1,0,0,0,0,1
2822,1,1,1,0,2,0,0,0,1,1,0,0,0,0,1
2823,1,1,1,2,0,1,0,0,0,0,0,0,0,0,1
2824,2,2,1,0,0,0,0,0,0,2,1,0,0,0,0
2825,1,0,0,1,0,0,0,0,2,1,1,0,0,0,0
2826,1,1,0,0,0,0,0,0,2,3,2,1,0,0,0
2827,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0
2828,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0
2829,2,2,3,1,0,0,1,0,0,0,0,0,0,0,1
2830,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
2831,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1
2832,1,1,2,0,1,0,0,0,0,0,0,0,0,0,1
2833,2,2,1,1,1,0,0,0,1,0,0,0,0,0,1
2834,2,1,1,1,2,1,0,0,0,0,0,0,0,0,0
2835,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0
2836,2,2,3,0,1,0,1,0,0,0,0,0,0,0,1
2837,1,1,1,0,1,0,0,0,0,0,2,1,1,0,0
2838,1,1,1,1,0,0,0,0,2,0,0,0,0,0,1
2839,3,1,1,2,2,0,1,0,0,0,0,1,0,0,0
2840,2,1,0,1,1,0,0,0,1,2,0,0,0,0,1
2841,2,2,5,2,4,1,0,0,0,0,0,0,0,0,1
2842,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
2843,3,2,0,0,0,0,1,0,2,1,1,0,0,0,0
2844,1,1,0,0,0,0,0,0,1,2,1,0,0,0,0
2845,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0
2846,1,1,2,0,1,0,0,0,0,0,0,0,0,0,1
2847,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0
2848,0,0,2,0,1,0,0,0,0,1,1,0,0,0,0
2849,2,2,1,0,2,0,0,0,1,0,0,0,0,0,1
2850,1,1,3,0,0,1,0,0,0,0,0,0,0,0,1
2851,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1
2852,2,2,1,0,1,0,0,0,0,0,0,1,0,0,1
2853,1,0,0,1,0,0,0,0,2,1,2,1,0,0,0
2854,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1
2855,2,1,0,0,1,1,0,0,2,0,0,1,0,0,1
2856,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0
2857,1,0,3,0,3,0,0,0,0,0,0,0,0,0,0
2858,3,1,3,0,0,2,0,0,0,0,0,0,0,0,0
2859,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
2860,1,0,0,0,0,0,0,0,2,1,0,0,1,0,0
2861,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1
2862,1,1,3,0,0,1,0,0,0,0,0,0,0,0,1
2863,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
2864,2,1,1,1,1,1,0,0,0,1,2,1,0,0,0
2865,3,1,0,0,1,0,0,0,2,2,0,1,0,0,0
2866,0,0,1,1,2,0,0,0,0,0,0,0,0,0,1
2867,1,1,4,0,0,1,0,0,0,0,0,0,0,0,1
2868,1,1,2,0,1,1,0,0,0,0,0,0,0,0,0
2869,1,1,1,3,0,0,1,0,0,0,0,0,0,0,1
2870,0,0,1,1,3,0,1,0,0,0,0,0,0,0,0
2871,2,1,1,2,2,0,0,0,0,0,0,0,0,0,0
2872,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
2873,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0
2874,1,1,0,0,0,0,0,0,1,1,2,0,0,0,0
2875,2,2,1,0,1,1,0,0,1,1,0,0,0,0,1
2876,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2877,1,1,0,0,0,1,0,0,1,2,1,0,0,0,0
2878,2,1,2,1,1,0,2,0,1,0,1,0,0,0,0
2879,2,2,1,0,1,1,0,0,1,0,0,0,0,0,1
2880,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1
2881,2,1,1,0,1,0,0,0,1,0,0,1,0,0,1
2882,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0
2883,2,2,1,2,0,3,0,0,0,0,0,0,0,0,1
2884,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
2885,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0
2886,2,2,1,1,1,0,0,0,0,0,0,0,0,0,1
2887,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1
2888,3,2,0,0,1,0,0,0,1,1,2,1,0,0,0
2889,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
2890,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
2891,1,1,1,0,2,0,0,0,2,0,0,0,0,0,1
2892,2,1,1,0,0,0,0,0,7,0,0,1,0,0,0
2893,1,1,2,1,1,0,1,0,0,0,0,0,0,0,1
2894,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0
2895,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1
2896,1,0,0,1,1,0,0,0,1,1,1,0,0,0,1
2897,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0
2898,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0
2899,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1
2900,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0
2901,1,1,2,0,1,0,0,0,1,0,0,0,0,0,1
2902,2,1,1,1,2,0,0,0,0,1,0,1,0,0,1
2903,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0
2904,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0
2905,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1
2906,2,2,1,0,2,0,0,0,0,0,0,0,0,0,1
2907,2,2,2,2,0,0,0,0,0,0,0,0,0,0,1
2908,1,1,2,1,0,1,0,0,0,0,0,0,0,0,1
