,missions_been_on,failed_missions_been_on,missions_voted_up1,missions_voted_up2,missions_voted_up3,missions_voted_up4,missions_voted_up5,missions_voted_up6,missions_voted_down1,missions_voted_down2,missions_voted_down3,missions_voted_down4,missions_voted_down5,missions_voted_down6,Spy
7920,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
7921,2,2,2,0,2,0,0,0,0,0,0,0,0,0,1
7922,1,1,0,0,0,0,0,0,1,2,0,0,0,0,1
7923,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
7924,1,1,1,1,2,1,0,0,0,0,0,0,0,0,1
7925,2,2,1,1,1,0,0,0,1,0,0,1,0,0,1
7926,2,2,2,1,1,0,1,0,0,0,0,0,0,0,1
7927,0,0,1,2,2,0,1,0,1,1,0,0,0,0,1
7928,2,2,1,2,0,0,1,0,0,0,0,0,0,0,1
7929,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0
7930,2,0,0,0,1,0,0,0,3,1,0,0,0,0,0
7931,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0
7932,1,0,0,1,0,0,0,0,3,1,1,1,0,1,0
7933,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0
7934,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0
7935,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0
7936,3,1,0,0,1,0,0,0,3,1,1,0,0,0,0
7937,1,0,2,0,1,0,0,1,1,0,0,0,0,0,0
7938,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0
7939,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
7940,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1
7941,1,1,1,2,0,0,1,0,0,0,0,0,0,0,0
7942,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1
7943,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0
7944,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1
7945,2,2,1,0,1,0,1,0,1,1,0,0,0,0,1
7946,2,2,1,1,1,0,0,0,0,0,0,0,0,0,1
7947,2,1,0,1,0,0,0,0,4,0,0,1,0,0,1
7948,1,1,2,1,1,0,1,0,0,0,0,0,0,0,1
7949,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0
7950,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1
7951,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0
7952,1,1,2,1,4,0,0,0,0,0,0,0,0,0,0
7953,2,1,0,0,1,0,0,0,2,0,2,0,0,0,0
7954,1,1,1,2,0,1,0,0,0,0,0,0,0,0,0
7955,2,2,1,1,1,0,0,0,0,0,0,0,0,0,1
7956,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0
7957,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
7958,0,0,3,1,1,0,0,0,0,0,0,0,0,0,1
7959,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1
7960,1,1,0,0,0,0,0,0,2,1,1,0,0,0,0
7961,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
7962,3,1,0,0,0,0,0,0,2,2,1,2,0,0,0
7963,1,1,1,2,0,0,1,0,0,0,0,0,0,0,0
7965,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
7966,2,1,0,1,0,0,0,0,2,0,1,0,0,0,0
7967,2,2,1,2,1,0,0,0,0,0,0,0,0,0,1
7968,1,1,2,1,1,1,0,0,0,0,0,0,0,0,1
7969,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0
7970,1,1,2,1,0,1,0,0,0,0,0,0,0,0,1
7971,2,1,2,1,0,1,0,0,0,0,0,0,0,0,0
7972,2,1,3,1,1,0,0,0,0,0,0,0,0,0,0
7973,1,1,3,0,0,1,0,0,0,0,0,0,0,0,1
7974,2,1,3,0,0,1,0,0,0,0,0,0,0,0,0
7975,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1
7976,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0
7977,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0
7978,1,1,1,0,1,0,0,0,4,0,1,1,0,0,0
7979,1,1,0,1,0,0,0,0,3,1,0,1,0,0,1
7980,1,0,2,1,2,0,0,0,0,0,0,0,0,0,0
7981,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1
7982,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
7983,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1
7984,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
7985,1,1,3,1,0,1,0,0,0,0,0,0,0,0,0
7986,2,0,3,1,0,0,0,0,0,1,0,0,0,0,0
7987,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
7988,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
7989,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0
7990,2,2,1,1,0,0,1,0,1,1,0,0,0,0,1
7991,0,0,2,0,2,1,0,0,0,0,0,0,0,0,1
7992,2,1,0,0,0,0,1,0,3,1,0,0,0,0,1
7993,0,0,1,1,0,1,0,0,2,0,0,0,0,0,1
7994,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0
7995,1,1,1,1,1,0,0,0,0,1,0,1,0,0,1
7996,1,1,0,0,1,0,0,0,2,0,2,0,0,0,1
7997,3,1,2,2,0,0,0,0,1,0,0,0,0,0,0
7998,1,0,2,1,0,0,0,0,0,0,0,0,1,0,0
7999,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
8000,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
8001,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
8002,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0
8003,2,1,2,0,1,1,0,0,0,0,1,0,0,0,1
8004,2,2,0,0,0,0,0,0,2,1,1,0,0,0,1
8005,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1
8006,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0
8007,0,0,0,0,1,0,0,0,2,2,0,0,0,0,1
8008,2,2,1,0,0,1,0,0,1,2,0,0,0,0,1
8009,2,1,2,1,0,0,0,0,0,0,0,1,0,0,0
8010,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1
8011,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0
8012,2,2,1,1,1,0,0,0,2,0,0,0,0,0,1
8013,0,0,0,1,2,0,0,0,1,0,0,0,0,0,1
8014,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
8015,1,1,2,1,0,0,1,0,0,0,0,0,0,0,1
8016,2,2,0,1,0,0,0,0,3,0,2,0,0,0,1
8017,2,1,3,3,0,0,1,0,0,0,0,0,0,0,0
8018,1,1,1,2,0,0,1,0,0,0,0,0,0,0,1
8019,1,1,2,0,1,1,0,0,0,0,0,0,0,0,1
8020,1,1,2,0,1,1,0,0,0,0,0,0,0,0,1
8021,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
8022,0,0,1,1,2,0,0,0,0,0,0,0,0,0,1
8023,2,1,3,2,0,0,1,0,0,0,0,0,0,0,0
8024,3,2,1,0,2,0,1,0,0,0,0,0,0,0,0
8025,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0
8026,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0
8027,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0
8028,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1
8029,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
8030,1,1,3,2,0,3,0,0,0,0,0,0,0,0,1
8031,3,2,1,0,0,0,0,0,4,0,2,0,0,0,1
8032,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0
8033,1,1,2,1,1,0,0,0,1,0,0,0,0,0,0
8034,4,2,1,2,2,0,0,0,0,0,0,0,0,0,0
8035,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
8036,2,1,4,0,0,1,0,0,0,0,0,0,0,0,0
8037,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0
8038,2,1,1,1,1,1,0,0,0,0,0,0,0,0,1
8039,3,2,1,0,2,0,0,0,0,0,1,0,0,0,1
8040,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1
8041,1,1,2,2,0,0,1,0,0,0,0,0,0,0,0
8042,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0
8043,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1
8044,1,1,1,0,1,0,0,0,2,0,0,0,0,0,0
8045,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
8046,1,1,0,0,1,0,0,0,2,1,1,0,0,0,0
8047,1,1,1,2,1,0,0,0,0,0,0,0,0,0,1
8048,1,1,3,0,1,0,1,0,0,0,0,0,0,0,1
8049,1,0,3,1,2,0,0,0,0,0,0,0,0,0,0
8050,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0
8051,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0
8052,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1
8053,1,1,1,2,2,0,0,0,2,1,2,0,0,0,1
8054,0,0,0,0,0,1,0,0,2,1,1,0,0,0,0
8055,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0
8056,1,1,2,0,0,2,0,0,1,0,0,2,0,0,1
8057,1,1,3,0,0,1,0,0,0,0,0,0,0,0,1
8058,1,1,1,0,2,1,0,0,0,0,0,0,0,0,1
8059,1,1,4,0,0,1,0,0,0,0,0,0,0,0,1
8060,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0
8061,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
8062,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
8063,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1
8064,2,1,3,2,0,2,1,0,0,0,0,0,0,0,0
8065,2,0,5,4,1,0,0,0,0,0,0,0,0,0,0
8066,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1
8067,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0
8068,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0
8069,1,1,2,0,0,1,0,0,2,0,0,0,0,0,1
8070,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
8071,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1
8072,2,1,2,1,0,0,0,0,0,1,0,0,0,0,0
8073,2,0,0,1,0,0,0,0,4,0,0,0,0,0,0
8074,0,0,1,0,0,1,0,0,1,2,0,1,0,0,0
8075,1,1,0,2,0,0,0,0,1,0,1,0,0,0,0
8076,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
8077,1,1,0,1,0,0,0,0,4,0,1,0,0,0,1
8078,2,1,1,2,1,0,1,0,0,0,0,0,0,0,0
8079,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0
8080,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0
8081,1,1,2,0,0,0,0,0,0,1,1,0,1,0,0
8082,2,1,2,0,0,0,0,0,1,0,0,1,0,0,0
8083,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0
8084,1,1,0,0,0,0,0,0,2,0,1,0,0,0,1
8085,2,2,2,1,1,0,1,0,0,0,0,0,0,0,1
8086,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
8087,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0
8088,2,1,2,1,1,1,0,0,0,0,0,0,0,0,0
8089,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1
8090,2,2,0,0,0,0,0,0,1,2,0,0,0,0,1
8091,2,2,1,1,0,1,0,0,1,0,0,0,0,0,1
8092,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1
8093,1,1,1,2,2,0,1,0,0,0,0,0,0,0,1
8094,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0
8095,3,2,1,1,1,1,1,0,0,0,0,0,0,0,0
8096,1,1,0,0,1,0,0,0,2,1,0,0,1,0,0
8097,2,1,0,0,0,1,0,0,2,1,1,0,0,0,0
8098,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
8099,0,0,2,0,1,0,1,0,0,0,0,0,0,0,1
8100,2,2,2,1,1,0,0,0,0,0,0,0,0,0,1
8101,3,1,2,0,0,0,1,0,0,1,0,1,0,0,0
8102,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0
8103,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
8104,1,0,0,0,2,0,0,0,2,1,1,0,0,0,0
8105,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0
8106,0,0,0,0,0,1,0,0,1,0,1,2,0,0,1
8107,1,0,0,0,1,0,0,0,1,2,0,1,0,0,0
8108,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0
8109,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
8110,2,2,2,1,1,1,1,0,0,0,0,0,0,0,1
8111,3,2,0,1,0,1,0,0,7,2,0,0,0,0,1
8112,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
8113,2,1,1,2,0,0,1,0,0,0,0,0,0,0,0
8114,0,0,1,0,1,2,0,0,0,0,0,0,0,0,1
8115,0,0,1,2,1,1,0,0,0,0,0,0,0,0,1
8116,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0
8117,1,0,0,0,0,1,0,0,1,2,1,0,2,0,0
8118,3,2,1,0,0,0,1,0,5,3,0,0,0,0,0
8119,3,2,0,2,2,0,0,0,4,0,2,0,0,0,0
8120,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0
8121,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
8122,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1
8123,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0
8124,2,1,2,0,0,1,0,0,1,0,0,1,0,0,1
8125,1,1,1,2,0,0,1,0,0,1,0,0,0,0,0
8126,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0
8127,2,2,1,2,0,0,0,0,0,0,0,0,0,0,1
8128,1,1,2,0,1,0,0,0,0,0,0,0,0,0,1
8129,2,2,2,1,1,1,0,0,0,0,0,0,0,0,1
8130,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0
8131,1,1,2,0,1,1,0,0,0,0,0,0,0,0,1
8132,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
8133,1,1,1,0,0,0,0,0,0,2,0,0,0,0,1
8134,0,0,0,1,0,0,0,0,2,3,1,0,0,0,0
8135,0,0,0,0,1,0,0,0,1,3,2,1,0,0,0
8136,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
8137,1,1,2,2,1,0,1,0,1,0,1,0,0,0,0
8138,3,2,2,1,1,0,1,0,0,0,0,0,0,0,0
8139,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0
8140,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0
8141,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0
8142,1,1,1,2,0,0,1,0,0,0,0,0,0,0,0
8143,1,1,0,0,1,0,0,0,2,1,2,0,0,0,0
8144,0,0,1,2,0,0,0,0,1,0,1,0,0,0,0
8145,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0
8146,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
8147,2,2,3,0,1,0,1,0,0,0,0,0,0,0,1
8148,1,1,3,0,1,0,0,1,0,0,0,0,0,0,0
8149,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0
8150,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
8151,0,0,3,0,1,1,0,0,1,0,1,0,0,0,1
8152,1,0,1,1,0,0,1,0,0,0,1,1,0,0,1
8153,1,1,0,0,0,0,0,0,2,0,1,0,0,0,0
8154,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1
8155,1,1,1,2,2,0,0,0,0,0,0,0,0,0,1
8156,0,0,1,2,0,0,0,0,0,0,2,0,0,0,0
8157,1,1,2,0,1,0,0,0,0,0,0,0,0,0,1
8158,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1
8159,2,1,1,0,0,0,0,0,2,0,0,1,0,0,1
8160,1,1,1,0,0,0,0,0,5,0,0,2,0,0,1
8161,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
8162,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
8163,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1
8164,0,0,3,2,3,0,1,0,0,0,0,0,0,0,0
8165,2,1,1,0,0,0,0,0,1,1,0,1,0,0,0
8166,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
8167,1,1,0,1,0,0,1,0,2,1,0,0,0,0,1
8168,2,2,0,0,1,0,0,0,4,0,2,0,1,0,1
8169,2,2,2,0,1,0,0,0,0,0,0,0,0,0,1
8170,2,2,0,0,0,0,0,0,1,1,0,1,0,0,0
8171,2,2,0,0,0,0,0,0,1,2,0,1,0,0,1
8172,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0
8173,2,1,3,0,1,1,0,0,0,0,0,0,0,0,0
8174,1,0,0,1,0,0,0,0,4,0,2,0,1,0,0
8175,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
8176,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
8177,2,1,4,2,0,0,1,0,0,0,0,0,0,0,0
8178,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0
8179,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0
8180,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
8181,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0
8182,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
8183,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0
8184,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0
8185,1,1,0,0,0,0,0,0,2,0,1,1,0,0,1
8186,1,1,2,2,1,0,0,0,0,0,0,0,0,0,1
8187,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
8188,0,0,1,1,2,2,2,0,0,0,0,0,0,0,1
8189,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
8190,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1
8191,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0
8192,1,1,2,2,0,1,0,0,0,0,0,0,0,0,1
8193,1,1,0,0,0,0,0,0,2,1,0,0,1,0,1
8194,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
8195,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1
8196,2,2,1,2,1,0,0,0,0,0,0,0,0,0,1
8197,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1
8198,1,0,0,0,0,0,0,0,1,2,0,1,0,0,0
8199,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0
8200,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1
8201,2,1,0,1,0,1,0,0,1,2,1,0,0,0,0
8202,2,1,3,0,0,1,0,0,0,0,0,0,0,0,0
8203,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
8204,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0
8205,1,0,0,0,1,0,0,0,2,0,1,0,0,0,0
8206,2,2,1,1,0,1,0,0,2,0,0,0,0,0,1
8207,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
8208,2,2,1,0,1,0,0,0,0,0,1,0,0,0,1
8209,2,2,1,0,3,1,0,0,0,2,0,0,0,0,1
8210,0,0,0,0,0,0,0,0,1,2,1,0,0,0,1
8211,0,0,1,0,2,2,1,0,0,0,0,0,0,0,0
8212,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1
8213,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0
8214,2,2,2,1,0,1,1,0,0,0,0,0,0,0,1
8215,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0
8216,1,1,2,2,1,0,0,0,0,0,0,0,0,0,1
8217,1,1,1,0,1,0,0,0,3,2,0,0,0,0,0
8218,1,1,1,0,1,1,0,0,2,0,1,0,0,0,1
8219,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
8220,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0
8221,3,2,2,1,1,1,0,0,1,0,0,0,0,0,1
8222,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0
8223,2,2,2,0,1,1,1,0,2,0,1,0,0,0,1
8224,2,2,1,0,0,1,1,0,2,0,0,0,0,0,1
8225,1,1,2,0,0,1,0,0,0,1,1,0,0,0,1
8226,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
8227,0,0,2,0,0,0,0,0,0,0,1,0,1,0,1
8228,2,1,1,1,0,0,0,0,0,2,0,1,0,0,1
8229,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0
8230,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
8231,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
8232,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1
8233,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0
8234,1,1,2,1,0,0,1,0,0,0,0,0,0,0,1
8235,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1
8236,1,1,1,1,0,1,0,0,1,0,0,0,1,0,1
8237,2,1,0,1,1,0,0,0,1,1,0,0,0,0,1
8238,1,1,2,0,2,1,0,0,0,0,0,0,0,0,1
8239,1,1,0,0,1,0,0,0,2,0,2,0,0,0,1
8240,0,0,2,0,1,0,1,0,0,0,0,0,0,0,1
8241,2,1,2,1,1,1,0,0,0,0,1,0,0,0,0
8242,1,0,1,1,0,0,0,0,0,3,0,0,0,0,0
8243,1,1,2,1,0,1,0,0,0,0,0,0,0,0,1
8244,1,0,1,0,2,0,0,0,2,0,1,0,0,0,1
8245,1,1,0,0,0,0,0,0,2,0,1,0,0,0,1
8246,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
8247,3,2,1,1,1,0,1,0,0,0,0,0,0,0,0
8248,0,0,0,0,1,0,0,0,2,1,1,0,0,0,1
8249,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0
8250,1,1,0,1,0,0,0,0,3,1,1,3,0,0,1
8251,3,1,3,1,2,0,1,0,0,0,0,0,0,0,0
8252,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0
8253,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
8254,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1
8255,2,0,2,1,2,0,0,0,0,0,0,0,0,0,0
8256,1,1,2,1,0,0,1,0,0,1,0,0,0,0,0
8257,1,1,2,0,1,0,0,0,0,0,0,0,0,0,1
8258,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
8259,2,1,3,1,1,0,0,0,2,0,1,0,0,0,0
8260,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0
8261,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
8262,2,2,1,1,1,0,0,0,0,0,0,0,0,0,1
8263,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0
8264,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1
8265,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0
8266,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0
8267,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1
8268,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0
8269,1,1,1,2,0,1,0,0,0,0,0,0,0,0,0
8270,2,0,2,1,1,1,0,0,0,0,0,0,0,0,0
8271,1,1,0,0,0,0,0,0,2,1,1,0,0,0,0
8272,2,2,1,2,0,0,0,0,0,0,1,0,0,0,1
8273,2,1,2,1,0,1,0,0,0,0,0,0,0,0,0
8274,2,1,0,1,0,0,0,0,4,0,1,1,0,0,0
8275,1,1,2,1,1,0,1,0,0,0,0,0,0,0,1
8276,1,1,1,1,2,1,0,0,1,1,0,0,0,0,1
8277,1,1,1,0,2,0,0,0,2,0,0,0,1,0,0
8278,2,2,0,0,0,1,0,0,1,3,0,0,0,0,1
8279,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
8280,1,1,2,1,0,0,1,0,0,0,0,0,0,0,1
8281,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0
8282,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1
8283,1,1,3,0,1,0,0,0,0,0,0,0,0,0,1
8284,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0
8285,1,1,2,0,1,1,0,0,0,0,0,0,0,0,1
8286,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1
8287,0,0,3,3,2,0,0,0,0,0,0,0,0,0,1
8288,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0
8289,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0
8290,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
8291,1,1,2,1,1,1,0,0,0,0,0,0,0,0,1
8292,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0
8293,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0
8294,1,1,1,0,0,0,1,0,0,2,2,1,0,0,1
8295,1,0,2,0,0,1,0,0,0,0,1,1,0,0,0
8296,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
8297,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1
8298,1,0,2,2,2,0,0,0,0,0,0,0,0,0,0
8299,3,1,2,0,0,0,0,0,2,1,0,2,0,0,1
8300,1,1,2,0,3,0,0,0,0,0,0,0,0,0,1
8301,1,1,0,0,0,0,0,0,2,1,0,0,1,0,1
8302,1,1,1,1,1,0,0,0,2,0,0,0,0,0,1
8303,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
8304,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0
8305,2,1,0,0,0,0,0,0,2,1,0,1,0,0,0
8306,1,1,2,0,1,1,0,0,0,0,0,0,0,0,0
8307,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0
8308,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0
8309,2,1,4,0,0,1,0,0,0,0,0,0,0,0,0
8310,2,2,1,0,2,0,0,0,2,0,0,1,1,1,0
8311,1,1,2,0,1,0,0,0,0,0,1,0,0,0,0
8312,2,1,2,2,1,1,0,0,0,0,0,0,0,0,0
8313,1,1,1,2,2,0,0,0,0,0,0,0,0,0,1
8314,3,2,2,1,4,0,0,0,0,0,0,0,0,0,0
8315,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
8316,1,1,2,1,1,1,1,0,0,0,0,0,0,0,1
8317,2,1,1,1,1,0,0,0,1,0,0,0,0,0,0
8318,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1
8319,2,2,1,2,0,1,0,0,0,0,0,0,0,0,1
8320,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0
8321,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
8322,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0
8323,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1
8324,1,1,1,2,1,0,0,0,0,0,0,0,0,0,1
8325,1,1,1,0,2,0,1,0,0,0,0,0,0,0,0
8326,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0
8327,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0
8328,3,2,0,1,0,0,0,0,2,0,0,0,1,0,0
8329,3,1,2,1,1,1,0,0,0,0,0,0,0,0,0
8330,1,1,3,0,0,1,0,0,0,0,0,0,0,0,1
8331,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0
8332,1,1,1,1,0,1,0,0,0,1,0,1,0,0,1
8333,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
8335,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
8336,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0
8337,2,2,4,2,2,0,0,0,0,0,0,0,0,0,1
8338,2,2,2,0,2,0,0,0,0,0,0,0,0,0,1
8339,3,2,2,3,0,0,0,0,3,0,3,0,0,0,0
8340,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
8341,2,1,1,0,0,0,0,0,2,1,1,0,0,0,0
