,accelerometer_X,accelerometer_Y,accelerometer_Z,BVP,EDA,heart_rate,IBI_0,IBI_1,temp,Subject,Label
15119,-14.0,-1.0,61.0,5.8,0.795973,109.97,1176.40625,0.546875,29.29,S09,0
15120,-12.0,-2.0,61.0,7.95,0.799817,110.08,1176.953125,0.546875,29.29,S09,0
15121,-12.0,-1.0,65.0,9.35,0.80238,110.17,1177.484375,0.53125,29.27,S09,0
15122,-12.0,-1.0,64.0,9.91,0.795973,110.27,1178.015625,0.53125,29.27,S09,0
15123,-14.0,-2.0,61.0,9.71,0.803661,110.43,1178.5625,0.546875,29.27,S09,0
15124,-11.0,-2.0,62.0,9.02,0.801099,110.62,1179.109375,0.546875,29.27,S09,0
15125,-13.0,-1.0,63.0,8.14,0.80238,110.8,1179.6875,0.578125,29.27,S09,0
15126,-15.0,-1.0,62.0,7.3,0.797255,110.98,1180.25,0.5625,29.27,S09,0
15127,-13.0,-1.0,62.0,6.55,0.799817,111.28,1180.828125,0.578125,29.27,S09,0
15128,-14.0,-1.0,64.0,5.81,0.798536,111.57,1181.40625,0.578125,29.27,S09,0
15129,-9.0,-3.0,64.0,4.94,0.799817,111.78,1182.0,0.59375,29.31,S09,0
15130,-11.0,-1.0,63.0,3.94,0.806224,111.95,1182.578125,0.578125,29.31,S09,0
15131,-14.0,-1.0,63.0,2.91,0.799817,112.08,1183.140625,0.5625,29.31,S09,0
15132,-11.0,-1.0,62.0,2.08,0.798536,112.2,1183.71875,0.578125,29.31,S09,0
15133,-11.0,-1.0,66.0,1.63,0.797255,112.08,1184.28125,0.5625,29.29,S09,0
15134,-12.0,-1.0,62.0,1.57,0.795973,112.0,1184.859375,0.578125,29.29,S09,0
15135,-13.0,-1.0,63.0,1.69,0.804943,111.92,1185.375,0.515625,29.29,S09,0
15136,-11.0,-2.0,63.0,1.67,0.799817,111.87,1185.90625,0.53125,29.29,S09,0
15137,-16.0,-1.0,62.0,1.2,0.798536,111.85,1186.4375,0.53125,29.27,S09,0
15138,-16.0,-1.0,61.0,0.14,0.801099,111.88,1187.0,0.5625,29.27,S09,0
15139,-14.0,0.0,66.0,-1.42,0.803661,111.9,1187.546875,0.546875,29.27,S09,0
15140,-10.0,-1.0,64.0,-3.28,0.803661,112.0,1188.09375,0.546875,29.27,S09,0
15141,-11.0,0.0,66.0,-5.17,0.80238,112.13,1188.609375,0.515625,29.29,S09,0
15142,-13.0,-1.0,64.0,-6.93,0.803661,112.28,1189.140625,0.53125,29.29,S09,0
15143,-16.0,-2.0,61.0,-8.48,0.807505,112.43,1189.65625,0.515625,29.29,S09,0
15144,-14.0,-1.0,65.0,-9.76,0.806224,112.57,1198.90625,0.515625,29.29,S09,0
15145,-12.0,-2.0,62.0,-10.67,0.807505,112.58,1199.421875,0.515625,29.31,S09,0
15146,-11.0,-1.0,63.0,-11.0,0.803661,112.6,1206.625,0.453125,29.31,S09,0
15147,-14.0,-1.0,61.0,-10.5,0.801099,112.63,1207.125,0.5,29.31,S09,0
15148,-14.0,-1.0,64.0,-8.99,0.798536,112.67,1207.578125,0.453125,29.31,S09,0
15149,-12.0,-2.0,63.0,-6.5,0.797255,112.68,1208.0625,0.484375,29.27,S09,0
15150,-11.0,-1.0,63.0,-3.3,0.793411,112.72,1208.578125,0.515625,29.27,S09,0
15151,-11.0,-2.0,62.0,0.17,0.798536,112.73,1209.1875,0.609375,29.27,S09,0
15152,-12.0,-2.0,63.0,3.38,0.804943,112.78,1212.328125,0.5625,29.27,S09,0
15153,-12.0,-2.0,62.0,5.94,0.813912,112.82,1212.90625,0.578125,29.29,S09,0
15154,-11.0,-2.0,65.0,7.68,0.813912,112.83,1213.4375,0.53125,29.29,S09,0
15155,-12.0,-2.0,62.0,8.67,0.812631,112.78,1213.984375,0.546875,29.29,S09,0
15156,-12.0,-1.0,63.0,9.16,0.816475,112.68,1214.5,0.515625,29.29,S09,0
15157,-11.0,-2.0,62.0,9.44,0.813912,112.55,1215.046875,0.546875,29.31,S09,0
15158,-11.0,-2.0,63.0,9.69,0.815193,112.37,1215.609375,0.5625,29.31,S09,0
15159,-12.0,-2.0,63.0,9.95,0.815193,112.18,1216.203125,0.59375,29.31,S09,0
15160,-12.0,-2.0,63.0,10.1,0.8216,112.03,1216.796875,0.59375,29.31,S09,0
15161,-12.0,-2.0,63.0,9.98,0.8216,111.92,1217.34375,0.546875,29.29,S09,0
15162,-11.0,-2.0,63.0,9.48,0.8216,111.75,1217.890625,0.546875,29.29,S09,0
15163,-11.0,-2.0,63.0,8.68,0.822881,111.63,1218.4375,0.546875,29.29,S09,0
15164,-11.0,-2.0,63.0,7.73,0.820319,111.55,1218.984375,0.546875,29.29,S09,0
15165,-12.0,-2.0,63.0,6.81,0.824163,111.48,1219.515625,0.53125,29.31,S09,0
15166,-11.0,-2.0,62.0,6.02,0.825444,111.45,1220.046875,0.53125,29.31,S09,0
15167,-11.0,-2.0,63.0,5.34,0.836976,111.47,1220.515625,0.46875,29.31,S09,0
15168,-10.0,-1.0,64.0,4.6,0.834413,111.5,1221.0625,0.546875,29.31,S09,0
15169,-11.0,-2.0,63.0,3.66,0.833132,111.53,1221.5625,0.5,29.29,S09,0
15170,-12.0,-2.0,63.0,2.47,0.830569,111.58,1222.046875,0.484375,29.29,S09,0
15171,-11.0,-2.0,63.0,1.14,0.838257,111.65,1222.5,0.453125,29.29,S09,0
15172,-11.0,-2.0,62.0,-0.17,0.838257,111.72,1226.359375,0.5625,29.29,S09,0
15173,-12.0,-2.0,63.0,-1.32,0.84082,111.77,1226.9375,0.578125,29.27,S09,0
15174,-12.0,-2.0,63.0,-2.3,0.843383,111.82,1227.484375,0.546875,29.27,S09,0
15175,-11.0,-2.0,63.0,-3.22,0.842101,111.87,1228.046875,0.5625,29.27,S09,0
15176,-12.0,-2.0,63.0,-4.24,0.842101,112.02,1228.609375,0.5625,29.27,S09,0
15177,-12.0,-2.0,63.0,-5.46,0.84082,112.2,1229.140625,0.53125,29.31,S09,0
15178,-12.0,-2.0,63.0,-6.78,0.843383,112.4,1229.65625,0.515625,29.31,S09,0
15179,-11.0,-2.0,63.0,-7.95,0.847227,112.62,1230.171875,0.515625,29.31,S09,0
15180,-12.0,-2.0,63.0,-8.62,0.848508,112.87,1230.6875,0.515625,29.31,S09,0
15181,-11.0,-2.0,63.0,-8.54,0.848508,113.15,1231.1875,0.5,29.27,S09,0
15182,-11.0,-2.0,63.0,-7.61,0.848508,113.35,1231.734375,0.546875,29.27,S09,0
15183,-11.0,-2.0,63.0,-5.97,0.848508,113.5,1232.234375,0.5,29.27,S09,0
15184,-11.0,-2.0,63.0,-3.82,0.848508,113.67,1232.765625,0.53125,29.27,S09,0
15185,-11.0,-2.0,63.0,-1.44,0.847227,113.83,1233.28125,0.515625,29.29,S09,0
15186,-11.0,-2.0,63.0,1.01,0.844664,114.05,1233.8125,0.53125,29.29,S09,0
15187,-11.0,-2.0,63.0,3.41,0.849789,114.22,1234.34375,0.53125,29.29,S09,0
15188,-12.0,-2.0,63.0,5.67,0.854915,114.38,1238.46875,0.5,29.29,S09,0
15189,-12.0,-2.0,63.0,7.72,0.853633,114.55,1251.46875,0.578125,29.33,S09,0
15190,-12.0,-2.0,63.0,9.43,0.851071,114.72,1252.046875,0.578125,29.33,S09,0
15191,-11.0,-2.0,63.0,10.72,0.851071,114.9,1252.625,0.578125,29.33,S09,0
15192,-11.0,-2.0,63.0,11.56,0.845945,115.05,1253.1875,0.5625,29.33,S09,0
15193,-12.0,-2.0,63.0,12.01,0.851071,115.32,1253.734375,0.546875,29.29,S09,0
15194,-12.0,-2.0,63.0,12.16,0.845945,115.55,1254.296875,0.5625,29.29,S09,0
15195,-11.0,-2.0,63.0,12.13,0.849789,115.77,1267.421875,0.578125,29.29,S09,0
15196,-11.0,-2.0,63.0,11.99,0.854915,115.98,1268.015625,0.59375,29.29,S09,0
15197,-11.0,-2.0,63.0,11.7,0.853633,116.18,1268.578125,0.5625,29.27,S09,0
15198,-12.0,-2.0,63.0,11.25,0.849789,116.37,1269.140625,0.5625,29.27,S09,0
15199,-12.0,-2.0,63.0,10.62,0.851071,116.53,1269.71875,0.578125,29.27,S09,0
15200,-12.0,-2.0,63.0,9.81,0.852352,116.65,1270.25,0.53125,29.27,S09,0
15201,-12.0,-2.0,63.0,8.88,0.858759,116.72,1270.796875,0.546875,29.27,S09,0
15202,-11.0,-2.0,63.0,7.87,0.854915,116.78,1271.3125,0.515625,29.27,S09,0
15203,-11.0,-2.0,63.0,6.83,0.852352,116.85,1271.859375,0.546875,29.27,S09,0
15204,-12.0,-2.0,63.0,5.83,0.852352,116.88,1272.40625,0.546875,29.27,S09,0
15205,-12.0,-2.0,63.0,4.91,0.852352,116.88,1272.984375,0.578125,29.29,S09,0
15206,-11.0,-2.0,63.0,4.08,0.853633,116.9,1273.53125,0.546875,29.29,S09,0
15207,-12.0,-2.0,63.0,3.27,0.854915,116.92,1274.078125,0.546875,29.29,S09,0
15208,-11.0,-2.0,63.0,2.35,0.852352,116.95,1285.078125,0.5,29.29,S09,0
15209,-11.0,-2.0,63.0,1.18,0.854915,117.02,1285.578125,0.5,29.31,S09,0
15210,-12.0,-2.0,63.0,-0.37,0.852352,117.07,1286.078125,0.5,29.31,S09,0
15211,-12.0,-2.0,63.0,-2.28,0.858759,117.13,1286.5625,0.484375,29.31,S09,0
15212,-12.0,-2.0,63.0,-4.41,0.854915,117.22,1287.0625,0.5,29.31,S09,0
15213,-12.0,-2.0,63.0,-6.51,0.86004,117.3,1287.59375,0.53125,29.29,S09,0
15214,-11.0,-2.0,63.0,-8.37,0.856196,117.37,1288.078125,0.484375,29.29,S09,0
15215,-11.0,-2.0,63.0,-9.85,0.872853,117.48,1288.578125,0.5,29.29,S09,0
15216,-11.0,-2.0,63.0,-10.88,0.865165,117.62,1289.078125,0.5,29.29,S09,0
15217,-12.0,-2.0,63.0,-11.48,0.858759,117.75,1289.59375,0.515625,29.33,S09,0
15218,-12.0,-2.0,63.0,-11.57,0.853633,117.93,1290.09375,0.5,29.33,S09,0
15219,-12.0,-2.0,63.0,-11.03,0.857477,118.12,1290.609375,0.515625,29.33,S09,0
15220,-11.0,-2.0,63.0,-9.71,0.861321,118.3,1291.109375,0.5,29.33,S09,0
15221,-12.0,-2.0,63.0,-7.59,0.862603,118.55,1291.640625,0.53125,29.29,S09,0
15222,-12.0,-2.0,63.0,-4.84,0.867728,118.8,1292.171875,0.53125,29.29,S09,0
15223,-12.0,-2.0,63.0,-1.86,0.869009,119.05,1292.703125,0.53125,29.29,S09,0
15224,-12.0,-2.0,63.0,0.85,0.874135,119.28,1293.234375,0.53125,29.29,S09,0
15225,-12.0,-2.0,63.0,2.91,0.876697,119.53,1293.796875,0.5625,29.31,S09,0
15226,-11.0,-2.0,63.0,4.16,0.872853,119.78,1294.34375,0.546875,29.31,S09,0
15227,-11.0,-2.0,63.0,4.72,0.875416,119.93,1294.875,0.53125,29.31,S09,0
15228,-12.0,-2.0,63.0,4.89,0.877979,120.03,1295.40625,0.53125,29.31,S09,0
15229,-12.0,-2.0,63.0,4.97,0.874135,120.07,1295.9375,0.53125,29.29,S09,0
15230,-11.0,-2.0,63.0,5.1,0.877979,120.1,1296.5,0.5625,29.29,S09,0
15231,-11.0,-2.0,63.0,5.28,0.876697,120.08,1297.03125,0.53125,29.29,S09,0
15232,-11.0,-2.0,63.0,5.41,0.876697,120.05,1297.546875,0.515625,29.29,S09,0
15233,-12.0,-2.0,63.0,5.37,0.876697,120.02,1298.09375,0.546875,29.29,S09,0
15234,-13.0,-2.0,63.0,5.13,0.87926,119.93,1298.640625,0.546875,29.29,S09,0
15235,-12.0,-2.0,63.0,4.68,0.877979,119.83,1303.828125,0.53125,29.29,S09,0
15236,-12.0,-2.0,63.0,4.02,0.874135,119.7,1304.328125,0.5,29.29,S09,0
15237,-11.0,-2.0,63.0,3.11,0.872853,119.55,1304.859375,0.53125,29.27,S09,0
15238,-11.0,-2.0,63.0,1.95,0.871572,119.38,1305.40625,0.546875,29.27,S09,0
15239,-12.0,-2.0,63.0,0.59,0.871572,119.22,1305.921875,0.515625,29.27,S09,0
15240,-12.0,-2.0,63.0,-0.81,0.871572,119.05,1306.46875,0.546875,29.27,S09,0
15241,-12.0,-2.0,63.0,-2.08,0.869009,118.9,1306.984375,0.515625,29.29,S09,0
15242,-12.0,-2.0,63.0,-3.08,0.869009,118.75,1307.5,0.515625,29.29,S09,0
15243,-11.0,-2.0,63.0,-3.81,0.871572,118.58,1308.03125,0.53125,29.29,S09,0
15244,-11.0,-2.0,63.0,-4.39,0.872853,118.42,1308.5625,0.53125,29.29,S09,0
15245,-11.0,-2.0,63.0,-5.0,0.870291,118.25,1309.0625,0.5,29.29,S09,0
15246,-12.0,-2.0,63.0,-5.78,0.872853,117.98,1309.578125,0.515625,29.29,S09,0
15247,-12.0,-2.0,63.0,-6.8,0.872853,117.62,1310.09375,0.515625,29.29,S09,0
15248,-12.0,-2.0,63.0,-7.97,0.872853,117.27,1310.609375,0.515625,29.29,S09,0
15249,-11.0,-2.0,63.0,-9.13,0.870291,116.93,1311.109375,0.5,29.31,S09,0
15250,-12.0,-2.0,63.0,-10.04,0.871572,116.63,1311.609375,0.5,29.31,S09,0
15251,-12.0,-2.0,63.0,-10.5,0.871572,116.33,1312.125,0.515625,29.31,S09,0
15252,-11.0,-2.0,63.0,-10.36,0.874135,116.08,1312.671875,0.546875,29.31,S09,0
15253,-11.0,-2.0,63.0,-9.56,0.87926,115.77,1313.203125,0.53125,29.31,S09,0
15254,-12.0,-2.0,63.0,-8.18,0.883104,115.47,1313.734375,0.53125,29.31,S09,0
15255,-11.0,-2.0,63.0,-6.38,0.885667,115.17,1314.234375,0.5,29.31,S09,0
15256,-11.0,-2.0,63.0,-4.36,0.883104,114.82,1314.75,0.515625,29.31,S09,0
15257,-12.0,-2.0,63.0,-2.33,0.884385,114.47,1315.296875,0.546875,29.29,S09,0
15258,-12.0,-2.0,63.0,-0.46,0.881823,114.15,1315.828125,0.53125,29.29,S09,0
15259,-11.0,-2.0,63.0,1.17,0.883104,113.85,1316.34375,0.515625,29.29,S09,0
15260,-11.0,-2.0,63.0,2.5,0.888229,113.58,1316.875,0.53125,29.29,S09,0
15261,-11.0,-2.0,63.0,3.49,0.886948,113.35,1317.375,0.5,29.33,S09,0
15262,-11.0,-2.0,63.0,4.14,0.894636,113.13,1317.90625,0.53125,29.33,S09,0
15263,-11.0,-2.0,63.0,4.48,0.892073,112.92,1318.4375,0.53125,29.33,S09,0
15264,-11.0,-2.0,63.0,4.58,0.897199,112.7,1318.96875,0.53125,29.33,S09,0
15265,-11.0,-2.0,63.0,4.53,0.894636,112.45,1319.484375,0.515625,29.29,S09,0
15266,-11.0,-2.0,63.0,4.37,0.895917,112.18,1320.0,0.515625,29.29,S09,0
15267,-11.0,-2.0,63.0,4.11,0.894636,111.88,1320.53125,0.53125,29.29,S09,0
15268,-11.0,-2.0,63.0,3.72,0.894636,111.6,1321.078125,0.546875,29.29,S09,0
15269,-11.0,-2.0,63.0,3.18,0.89848,111.32,1321.59375,0.515625,29.31,S09,0
15270,-11.0,-2.0,63.0,2.53,0.902324,111.05,1322.125,0.53125,29.31,S09,0
15271,-11.0,-2.0,63.0,1.89,0.901043,110.75,1322.65625,0.53125,29.31,S09,0
15272,-11.0,-2.0,63.0,1.4,0.89848,110.43,1323.1875,0.53125,29.31,S09,0
15273,-11.0,-2.0,63.0,1.16,0.89848,110.08,1323.71875,0.53125,29.31,S09,0
15274,-11.0,-2.0,63.0,1.19,0.89848,109.78,1324.265625,0.546875,29.31,S09,0
15275,-11.0,-2.0,63.0,1.38,0.901043,109.42,1324.8125,0.546875,29.31,S09,0
15276,-11.0,-2.0,63.0,1.57,0.902324,108.97,1325.359375,0.546875,29.31,S09,0
15277,-11.0,-2.0,63.0,1.52,0.906168,108.55,1325.90625,0.546875,29.29,S09,0
15278,-12.0,-2.0,63.0,1.03,0.913856,108.12,1326.4375,0.53125,29.29,S09,0
15279,-11.0,-2.0,63.0,-0.1,0.913856,107.62,1326.984375,0.546875,29.29,S09,0
15280,-11.0,-2.0,63.0,-1.95,0.908731,107.15,1327.53125,0.546875,29.29,S09,0
15281,-11.0,-2.0,63.0,-4.42,0.911293,106.7,1328.046875,0.515625,29.29,S09,0
15282,-11.0,-2.0,63.0,-7.27,0.910012,106.25,1328.578125,0.53125,29.29,S09,0
15283,-12.0,-2.0,63.0,-10.14,0.912575,105.78,1329.109375,0.53125,29.29,S09,0
15284,-11.0,-2.0,63.0,-12.66,0.915137,105.32,1329.640625,0.53125,29.29,S09,0
15285,-11.0,-2.0,63.0,-14.53,0.921544,104.8,1330.171875,0.53125,29.31,S09,0
15286,-11.0,-2.0,63.0,-15.52,0.927951,104.28,1330.6875,0.515625,29.31,S09,0
15287,-11.0,-2.0,63.0,-15.55,0.924107,103.78,1333.5,0.515625,29.31,S09,0
15288,-11.0,-2.0,63.0,-14.64,0.927951,103.33,1334.015625,0.515625,29.31,S09,0
15289,-11.0,-2.0,63.0,-12.86,0.926669,102.95,1334.5625,0.546875,29.29,S09,0
15290,-11.0,-2.0,63.0,-10.37,0.922825,102.55,1335.09375,0.53125,29.29,S09,0
15291,-11.0,-2.0,63.0,-7.39,0.922825,102.13,1335.609375,0.515625,29.29,S09,0
15292,-11.0,-2.0,63.0,-4.21,0.926669,101.73,1336.125,0.515625,29.29,S09,0
15293,-11.0,-2.0,63.0,-1.1,0.927951,101.35,1336.640625,0.515625,29.31,S09,0
15294,-11.0,-2.0,63.0,1.68,0.930513,101.0,1337.171875,0.53125,29.31,S09,0
15295,-11.0,-2.0,63.0,3.99,0.93692,100.65,1337.734375,0.5625,29.31,S09,0
15296,-11.0,-2.0,63.0,5.75,0.929232,100.3,1338.265625,0.53125,29.31,S09,0
15297,-10.0,-2.0,63.0,6.97,0.925388,99.93,1338.78125,0.515625,29.33,S09,0
15298,-10.0,-2.0,63.0,7.65,0.927951,99.63,1339.3125,0.53125,29.33,S09,0
15299,-11.0,-2.0,63.0,7.85,0.925388,99.32,1339.84375,0.53125,29.33,S09,0
15300,-11.0,-2.0,63.0,7.65,0.925388,99.0,1340.375,0.53125,29.33,S09,0
15301,-11.0,-2.0,63.0,7.15,0.926669,98.62,1340.90625,0.53125,29.33,S09,0
15302,-10.0,-2.0,63.0,6.45,0.929232,98.28,1341.421875,0.515625,29.33,S09,0
15303,-11.0,-2.0,63.0,5.65,0.929232,97.98,1341.9375,0.515625,29.33,S09,0
15304,-11.0,-2.0,63.0,4.79,0.926669,97.68,1342.46875,0.53125,29.33,S09,0
15305,-11.0,-2.0,63.0,3.9,0.929232,97.38,1342.984375,0.515625,29.29,S09,0
15306,-11.0,-2.0,63.0,3.0,0.921544,97.08,1343.5,0.515625,29.29,S09,0
15307,-11.0,-2.0,63.0,2.14,0.922825,96.8,1344.015625,0.515625,29.29,S09,0
15308,-11.0,-2.0,63.0,1.36,0.927951,96.5,1344.546875,0.53125,29.29,S09,0
15309,-10.0,-2.0,63.0,0.71,0.927951,96.13,1345.078125,0.53125,29.29,S09,0
15310,-12.0,-2.0,63.0,0.21,0.925388,95.75,1345.609375,0.53125,29.29,S09,0
15311,-11.0,-2.0,63.0,-0.17,0.926669,95.37,1346.125,0.515625,29.29,S09,0
15312,-11.0,-2.0,63.0,-0.52,0.929232,94.97,1346.65625,0.53125,29.29,S09,0
15313,-11.0,-2.0,63.0,-0.98,0.927951,94.58,1347.203125,0.546875,29.33,S09,0
15314,-11.0,-2.0,63.0,-1.67,0.926669,94.18,1347.75,0.546875,29.33,S09,0
15315,-11.0,-2.0,63.0,-2.68,0.924107,93.78,1348.265625,0.515625,29.33,S09,0
15316,-11.0,-2.0,63.0,-4.02,0.924107,93.42,1348.8125,0.546875,29.33,S09,0
15317,-11.0,-2.0,63.0,-5.61,0.927951,93.07,1349.359375,0.546875,29.31,S09,0
15318,-11.0,-2.0,63.0,-7.28,0.925388,92.68,1349.921875,0.5625,29.31,S09,0
15319,-11.0,-2.0,63.0,-8.82,0.935639,92.28,1350.453125,0.53125,29.31,S09,0
15320,-11.0,-2.0,63.0,-10.07,0.934357,91.9,1350.984375,0.53125,29.31,S09,0
15321,-10.0,-2.0,63.0,-10.82,0.938201,91.53,1351.515625,0.53125,29.31,S09,0
15322,-10.0,-2.0,64.0,-10.98,0.939483,91.15,1352.03125,0.515625,29.31,S09,0
15323,-11.0,-2.0,63.0,-10.45,0.938201,90.77,1352.578125,0.546875,29.31,S09,0
15324,-13.0,-2.0,64.0,-9.19,0.934357,90.45,1353.109375,0.53125,29.31,S09,0
15325,-13.0,-2.0,62.0,-7.22,0.938201,90.2,1353.625,0.515625,29.29,S09,0
15326,-13.0,-2.0,62.0,-4.66,0.933076,89.95,1354.140625,0.515625,29.29,S09,0
15327,-13.0,-1.0,65.0,-1.75,0.935639,89.75,1354.65625,0.515625,29.29,S09,0
15328,-14.0,-1.0,64.0,1.18,0.938201,89.5,1355.171875,0.515625,29.29,S09,0
15329,-17.0,-2.0,61.0,3.83,0.938201,89.23,1355.6875,0.515625,29.31,S09,0
15330,-17.0,-2.0,61.0,5.96,0.93692,88.93,1356.203125,0.515625,29.31,S09,0
15331,-17.0,-2.0,62.0,7.51,0.939483,88.82,1356.703125,0.5,29.31,S09,0
15332,-14.0,-3.0,62.0,8.53,0.942045,88.68,1371.375,0.515625,29.31,S09,0
15333,-15.0,-1.0,63.0,9.12,0.938201,88.57,1371.90625,0.53125,29.29,S09,0
15334,-18.0,-2.0,62.0,9.38,0.942045,88.45,1372.453125,0.546875,29.29,S09,0
15335,-19.0,-2.0,61.0,9.31,0.93692,88.37,1373.015625,0.5625,29.29,S09,0
15336,-17.0,-2.0,63.0,8.92,0.93692,88.42,1373.546875,0.53125,29.29,S09,0
15337,-17.0,-2.0,62.0,8.25,0.935639,88.43,1374.09375,0.546875,29.33,S09,0
15338,-18.0,-1.0,64.0,7.44,0.938201,88.47,1374.625,0.53125,29.33,S09,0
15339,-20.0,-2.0,61.0,6.71,0.942045,88.57,1375.1875,0.5625,29.33,S09,0
15340,-19.0,-3.0,62.0,6.22,0.938201,88.62,1375.75,0.5625,29.33,S09,0
15341,-20.0,-4.0,63.0,6.0,0.943327,88.67,1376.28125,0.53125,29.33,S09,0
15342,-18.0,-5.0,62.0,5.92,0.942045,88.72,1376.84375,0.5625,29.33,S09,0
15343,-18.0,-5.0,61.0,5.74,0.94717,88.73,1377.390625,0.546875,29.33,S09,0
15344,-17.0,-5.0,59.0,5.22,0.942045,88.73,1377.9375,0.546875,29.33,S09,0
15345,-20.0,-4.0,61.0,4.28,0.942045,88.75,1378.453125,0.515625,29.31,S09,0
15346,-19.0,-6.0,64.0,2.98,0.942045,88.78,1379.0,0.546875,29.31,S09,0
15347,-17.0,-8.0,63.0,1.53,0.943327,88.85,1379.515625,0.515625,29.31,S09,0
15348,-18.0,-9.0,62.0,0.1,0.945889,88.9,1380.0625,0.546875,29.31,S09,0
15349,-20.0,-11.0,66.0,-1.22,0.942045,88.93,1380.578125,0.515625,29.29,S09,0
15350,-19.0,-12.0,64.0,-2.47,0.940764,88.98,1381.09375,0.515625,29.29,S09,0
15351,-21.0,-12.0,63.0,-3.76,0.942045,89.08,1381.625,0.53125,29.29,S09,0
15352,-19.0,-13.0,62.0,-5.17,0.939483,89.18,1382.140625,0.515625,29.29,S09,0
15353,-18.0,-15.0,60.0,-6.69,0.93692,89.23,1382.640625,0.5,29.29,S09,0
15354,-19.0,-15.0,60.0,-8.2,0.939483,89.28,1383.15625,0.515625,29.29,S09,0
15355,-19.0,-15.0,61.0,-9.51,0.942045,89.35,1383.671875,0.515625,29.29,S09,0
15356,-14.0,-17.0,60.0,-10.43,0.942045,89.42,1384.171875,0.5,29.29,S09,0
15357,-10.0,-18.0,60.0,-10.8,0.942045,89.5,1384.6875,0.515625,29.33,S09,0
15358,-10.0,-17.0,60.0,-10.53,0.943327,89.55,1385.203125,0.515625,29.33,S09,0
15359,-14.0,-18.0,52.0,-9.6,0.942045,89.58,1385.75,0.546875,29.33,S09,0
15360,-14.0,-17.0,52.0,-7.99,0.943327,89.62,1386.265625,0.515625,29.33,S09,0
15361,-12.0,-16.0,58.0,-5.79,0.948452,89.7,1386.796875,0.53125,29.33,S09,0
15362,-18.0,-14.0,56.0,-3.12,0.942045,89.78,1387.296875,0.5,29.33,S09,0
15363,-15.0,-14.0,59.0,-0.26,0.952296,89.9,1387.828125,0.53125,29.33,S09,0
15364,-12.0,-13.0,56.0,2.4,0.944608,90.02,1388.34375,0.515625,29.33,S09,0
15365,-10.0,-12.0,55.0,4.48,0.872853,90.12,1388.875,0.53125,29.33,S09,0
15366,-15.0,-10.0,53.0,5.72,0.789567,90.22,1389.390625,0.515625,29.33,S09,0
15367,-13.0,-10.0,54.0,6.08,0.77291,90.28,1389.890625,0.5,29.33,S09,0
15368,-15.0,-9.0,53.0,5.79,0.767784,90.37,1390.390625,0.5,29.33,S09,0
15369,-15.0,-11.0,61.0,5.26,0.752408,90.48,1390.890625,0.5,29.33,S09,0
15370,-11.0,-11.0,70.0,4.85,0.784441,90.63,1391.390625,0.5,29.33,S09,0
15371,-12.0,-15.0,64.0,4.78,0.792129,90.77,1391.90625,0.515625,29.33,S09,0
15372,-16.0,-16.0,62.0,5.08,0.795973,90.9,1392.40625,0.5,29.33,S09,0
15373,-18.0,-16.0,64.0,5.57,0.762659,91.03,1392.90625,0.5,29.33,S09,0
15374,-19.0,-16.0,63.0,6.08,0.761378,91.18,1393.40625,0.5,29.33,S09,0
15375,-23.0,-17.0,63.0,6.46,0.779316,91.33,1393.921875,0.515625,29.33,S09,0
15376,-23.0,-18.0,63.0,6.68,0.770347,91.48,1394.4375,0.515625,29.33,S09,0
15377,-19.0,-19.0,62.0,6.67,0.758815,91.62,1394.9375,0.5,29.31,S09,0
15378,-14.0,-19.0,61.0,6.31,0.733188,91.73,1395.4375,0.5,29.31,S09,0
15379,-22.0,-17.0,57.0,5.49,0.735751,91.88,1395.953125,0.515625,29.31,S09,0
15380,-22.0,-17.0,56.0,4.15,0.739595,92.0,1396.46875,0.515625,29.31,S09,0
15381,-20.0,-16.0,59.0,2.42,0.739595,92.08,1396.96875,0.5,29.33,S09,0
15382,-15.0,-16.0,60.0,0.57,0.746002,92.18,1397.484375,0.515625,29.33,S09,0
15383,-17.0,-16.0,55.0,-1.07,0.726782,92.25,1397.984375,0.5,29.33,S09,0
15384,-22.0,-17.0,57.0,-2.34,0.737032,92.27,1398.5,0.515625,29.33,S09,0
15385,-21.0,-18.0,57.0,-3.33,0.75369,92.27,1399.046875,0.546875,29.35,S09,0
15386,-14.0,-18.0,59.0,-4.32,0.765222,92.3,1399.546875,0.5,29.35,S09,0
15387,-13.0,-18.0,57.0,-5.59,0.779316,92.32,1400.0625,0.515625,29.35,S09,0
15388,-19.0,-17.0,60.0,-7.22,0.779316,92.43,1400.5625,0.5,29.35,S09,0
15389,-19.0,-17.0,59.0,-9.03,0.787004,92.57,1401.09375,0.53125,29.33,S09,0
15390,-16.0,-18.0,59.0,-10.66,0.795973,92.68,1401.609375,0.515625,29.33,S09,0
15391,-19.0,-18.0,57.0,-11.78,0.808787,92.65,1402.125,0.515625,29.33,S09,0
15392,-20.0,-17.0,59.0,-12.2,0.817756,92.6,1402.625,0.5,29.33,S09,0
15393,-20.0,-19.0,59.0,-11.89,0.822881,92.57,1403.125,0.5,29.29,S09,0
15394,-18.0,-19.0,59.0,-10.88,0.838257,92.5,1403.640625,0.515625,29.29,S09,0
15395,-19.0,-20.0,56.0,-9.22,0.843383,92.42,1404.15625,0.515625,29.29,S09,0
