,accelerometer_X,accelerometer_Y,accelerometer_Z,BVP,EDA,heart_rate,IBI_0,IBI_1,temp,Subject,Label
20775,-20.0,11.0,60.0,33.63,1.53465,67.92,1145.03125,0.90625,30.67,S12,0
20776,-20.0,12.0,66.0,36.57,1.532087,67.83,1145.9375,0.90625,30.67,S12,0
20777,-26.0,8.0,60.0,38.7,1.535932,67.73,1146.765625,0.828125,30.67,S12,0
20778,-27.0,10.0,61.0,40.31,1.533369,67.63,1169.546875,0.859375,30.67,S12,0
20779,-14.0,11.0,65.0,41.6,1.529524,67.53,1170.4375,0.890625,30.67,S12,0
20780,-12.0,10.0,65.0,42.65,1.525678,67.42,1171.34375,0.90625,30.67,S12,0
20781,-19.0,7.0,61.0,43.45,1.515425,67.3,1172.203125,0.859375,30.67,S12,0
20782,-23.0,6.0,59.0,43.96,1.509016,67.22,1173.03125,0.828125,30.67,S12,0
20783,-24.0,5.0,59.0,44.1,1.501326,67.15,1173.875,0.84375,30.67,S12,0
20784,-22.0,8.0,61.0,43.75,1.505171,67.08,1174.75,0.875,30.67,S12,0
20785,-20.0,9.0,59.0,42.68,1.510298,67.03,1175.5625,0.8125,30.63,S12,0
20786,-22.0,8.0,58.0,40.62,1.515425,67.0,1176.359375,0.796875,30.63,S12,0
20787,-26.0,9.0,60.0,37.29,1.532087,66.98,1177.1875,0.828125,30.63,S12,0
20788,-25.0,9.0,61.0,32.56,1.566693,66.97,1178.078125,0.890625,30.63,S12,0
20789,-23.0,9.0,61.0,26.48,1.597455,66.95,1178.96875,0.890625,30.67,S12,0
20790,-22.0,9.0,61.0,19.39,1.628216,66.95,1179.734375,0.765625,30.67,S12,0
20791,-21.0,8.0,61.0,11.83,1.64616,66.97,1180.65625,0.921875,30.67,S12,0
20792,-23.0,7.0,58.0,4.42,1.66154,66.97,1181.546875,0.890625,30.67,S12,0
20793,-24.0,8.0,60.0,-2.31,1.662822,66.97,1186.8125,0.859375,30.65,S12,0
20794,-23.0,8.0,60.0,-8.04,1.658977,66.97,1187.640625,0.828125,30.65,S12,0
20795,-23.0,7.0,60.0,-12.76,1.657695,66.95,1188.546875,0.90625,30.65,S12,0
20796,-23.0,6.0,60.0,-16.75,1.652568,66.92,1189.375,0.828125,30.65,S12,0
20797,-24.0,7.0,60.0,-20.45,1.638469,66.85,1190.34375,0.96875,30.67,S12,0
20798,-24.0,7.0,59.0,-24.31,1.629498,66.75,1191.140625,0.796875,30.67,S12,0
20799,-24.0,7.0,60.0,-28.65,1.620525,66.63,1205.1875,0.875,30.67,S12,0
20800,-23.0,7.0,60.0,-33.5,1.594891,66.48,1206.078125,0.890625,30.67,S12,0
20801,-29.0,8.0,57.0,-38.47,1.588482,66.28,1227.078125,0.78125,30.63,S12,0
20802,-26.0,11.0,59.0,-42.81,1.587201,66.08,1241.109375,0.96875,30.63,S12,0
20803,-24.0,7.0,61.0,-45.49,1.585919,65.83,1242.0625,0.953125,30.63,S12,0
20804,-24.0,6.0,59.0,-45.56,1.582074,65.58,1256.09375,1.0,30.63,S12,0
20805,-26.0,7.0,58.0,-42.5,1.573102,65.35,1257.0,0.90625,30.63,S12,0
20806,-26.0,7.0,60.0,-36.5,1.566693,65.13,1257.875,0.875,30.63,S12,0
20807,-26.0,8.0,59.0,-28.57,1.566693,64.93,1258.78125,0.90625,30.63,S12,0
20808,-26.0,7.0,58.0,-20.25,1.56413,64.78,1259.6875,0.90625,30.63,S12,0
20809,-24.0,8.0,59.0,-13.17,1.561566,64.65,1266.703125,0.859375,30.63,S12,0
20810,-23.0,7.0,61.0,-8.43,1.561566,64.55,1275.71875,0.8125,30.63,S12,0
20811,-24.0,7.0,59.0,-6.29,1.561566,64.48,1276.578125,0.859375,30.63,S12,0
20812,-25.0,7.0,59.0,-6.14,1.562848,64.43,1277.5,0.921875,30.63,S12,0
20813,-26.0,8.0,59.0,-6.83,1.56413,64.38,1278.34375,0.84375,30.63,S12,0
20814,-25.0,8.0,59.0,-7.23,1.570539,64.37,1375.59375,0.71875,30.63,S12,0
20815,-25.0,8.0,60.0,-6.62,1.573102,64.37,1392.09375,0.953125,30.63,S12,0
20816,-24.0,8.0,60.0,-4.92,1.575665,64.37,1393.015625,0.921875,30.63,S12,0
20817,-24.0,7.0,60.0,-2.6,1.574384,64.38,1393.828125,0.8125,30.65,S12,0
20818,-24.0,8.0,60.0,-0.34,1.567975,64.4,1403.65625,0.734375,30.65,S12,0
20819,-25.0,8.0,59.0,1.28,1.57182,64.43,1404.375,0.71875,30.65,S12,0
20820,-24.0,8.0,59.0,1.95,1.57182,64.45,1405.140625,0.765625,30.65,S12,0
20821,-25.0,8.0,60.0,1.67,1.566693,64.52,1405.984375,0.84375,30.63,S12,0
20822,-25.0,8.0,59.0,0.66,1.561566,64.58,1406.78125,0.796875,30.63,S12,0
20823,-24.0,7.0,59.0,-0.81,1.560285,64.63,1407.546875,0.765625,30.63,S12,0
20824,-24.0,8.0,60.0,-2.47,1.557721,64.7,1408.34375,0.796875,30.63,S12,0
20825,-25.0,8.0,59.0,-4.06,1.552594,64.78,1409.140625,0.796875,30.63,S12,0
20826,-25.0,8.0,59.0,-5.34,1.550031,64.88,1409.90625,0.765625,30.63,S12,0
20827,-24.0,8.0,60.0,-6.09,1.551313,65.02,1410.625,0.71875,30.63,S12,0
20828,-24.0,7.0,60.0,-6.18,1.547468,65.13,1411.34375,0.71875,30.63,S12,0
20829,-24.0,7.0,59.0,-5.69,1.548749,65.28,1412.125,0.78125,30.63,S12,0
20830,-25.0,9.0,59.0,-4.89,1.547468,65.42,1412.90625,0.78125,30.63,S12,0
20831,-26.0,8.0,59.0,-4.15,1.546186,65.57,1413.703125,0.796875,30.63,S12,0
20832,-26.0,7.0,59.0,-3.77,1.551313,65.7,1414.515625,0.8125,30.63,S12,0
20833,-25.0,7.0,60.0,-3.83,1.552594,65.82,1415.34375,0.828125,30.61,S12,0
20834,-24.0,7.0,60.0,-4.14,1.553876,65.95,1416.15625,0.8125,30.61,S12,0
20835,-25.0,8.0,59.0,-4.33,1.553876,66.1,1416.96875,0.8125,30.61,S12,0
20836,-25.0,8.0,59.0,-4.0,1.55644,66.25,1417.765625,0.796875,30.61,S12,0
20837,-25.0,8.0,59.0,-2.95,1.555158,66.4,1434.421875,0.78125,30.59,S12,0
20838,-25.0,8.0,59.0,-1.16,1.552594,66.55,1435.25,0.828125,30.59,S12,0
20839,-26.0,7.0,60.0,1.18,1.544904,66.67,1435.984375,0.734375,30.59,S12,0
20840,-24.0,8.0,60.0,3.82,1.542341,66.8,1436.71875,0.734375,30.59,S12,0
20841,-24.0,8.0,59.0,6.47,1.538496,66.93,1437.5,0.78125,30.61,S12,0
20842,-25.0,8.0,60.0,8.78,1.542341,67.03,1438.296875,0.796875,30.61,S12,0
20843,-26.0,8.0,59.0,10.32,1.542341,67.13,1439.09375,0.796875,30.61,S12,0
20844,-26.0,8.0,59.0,10.62,1.541059,67.27,1439.84375,0.75,30.61,S12,0
20845,-24.0,7.0,60.0,9.31,1.538496,67.38,1440.578125,0.734375,30.59,S12,0
20846,-24.0,8.0,60.0,6.38,1.538496,67.52,1441.3125,0.734375,30.59,S12,0
20847,-25.0,8.0,60.0,2.29,1.541059,67.65,1442.078125,0.765625,30.59,S12,0
20848,-25.0,8.0,59.0,-2.01,1.543622,67.8,1442.859375,0.78125,30.59,S12,0
20849,-25.0,8.0,59.0,-5.48,1.543622,67.93,1449.765625,0.75,30.63,S12,0
20850,-25.0,8.0,59.0,-7.36,1.548749,68.05,1450.484375,0.71875,30.63,S12,0
20851,-25.0,8.0,59.0,-7.47,1.555158,68.17,1451.234375,0.75,30.63,S12,0
20852,-26.0,8.0,59.0,-6.36,1.559003,68.32,1452.015625,0.78125,30.63,S12,0
20853,-25.0,8.0,60.0,-4.97,1.557721,68.47,1452.828125,0.8125,30.61,S12,0
20854,-24.0,8.0,59.0,-4.3,1.559003,68.58,1453.578125,0.75,30.61,S12,0
20855,-25.0,8.0,59.0,-4.96,1.55644,68.73,1454.3125,0.734375,30.61,S12,0
20856,-24.0,8.0,59.0,-7.05,1.555158,68.87,1455.0,0.6875,30.61,S12,0
20857,-25.0,8.0,59.0,-10.16,1.548749,69.03,1455.796875,0.796875,30.61,S12,0
20858,-25.0,8.0,59.0,-13.66,1.542341,69.22,1456.546875,0.75,30.61,S12,0
20859,-25.0,8.0,59.0,-16.9,1.537214,69.4,1457.296875,0.75,30.61,S12,0
20860,-25.0,8.0,60.0,-19.43,1.532087,69.58,1458.046875,0.75,30.61,S12,0
20861,-25.0,8.0,59.0,-20.98,1.52696,69.8,1458.875,0.828125,30.61,S12,0
20862,-25.0,8.0,59.0,-21.48,1.53465,69.98,1459.71875,0.84375,30.61,S12,0
20863,-25.0,8.0,59.0,-20.97,1.529524,70.18,1460.46875,0.75,30.61,S12,0
20864,-25.0,8.0,59.0,-19.57,1.528242,70.38,1461.234375,0.765625,30.61,S12,0
20865,-25.0,8.0,59.0,-17.47,1.528242,70.57,1462.09375,0.859375,30.61,S12,0
20866,-25.0,8.0,59.0,-14.96,1.520552,70.77,1462.9375,0.84375,30.61,S12,0
20867,-25.0,8.0,60.0,-12.36,1.51927,70.98,1467.90625,0.828125,30.61,S12,0
20868,-25.0,8.0,60.0,-9.94,1.514143,71.2,1468.765625,0.859375,30.61,S12,0
20869,-25.0,7.0,59.0,-7.85,1.51927,71.42,1469.65625,0.890625,30.61,S12,0
20870,-25.0,8.0,59.0,-6.04,1.515425,71.63,1470.484375,0.828125,30.61,S12,0
20871,-25.0,8.0,60.0,-4.32,1.516706,71.83,1471.296875,0.8125,30.61,S12,1
20872,-25.0,8.0,59.0,-2.52,1.516706,72.0,1472.109375,0.8125,30.61,S12,1
20873,-26.0,8.0,59.0,-0.59,1.515425,72.15,1472.953125,0.84375,30.59,S12,1
20874,-26.0,8.0,59.0,1.31,1.517988,72.28,1473.765625,0.8125,30.59,S12,1
20875,-25.0,8.0,59.0,2.9,1.520552,72.42,1474.671875,0.90625,30.59,S12,1
20876,-24.0,8.0,60.0,3.95,1.52696,72.58,1475.734375,1.0625,30.59,S12,1
20877,-24.0,8.0,59.0,4.44,1.523115,72.75,1476.765625,1.03125,30.59,S12,1
20878,-25.0,8.0,59.0,4.55,1.521833,72.93,1477.65625,0.890625,30.59,S12,1
20879,-26.0,8.0,59.0,4.51,1.517988,73.12,1478.546875,0.890625,30.59,S12,1
20880,-26.0,7.0,59.0,4.48,1.517988,73.3,1479.46875,0.921875,30.59,S12,1
20881,-25.0,8.0,60.0,4.39,1.512861,73.43,1480.328125,0.859375,30.61,S12,1
20882,-24.0,8.0,59.0,4.0,1.515425,73.65,1481.171875,0.84375,30.61,S12,1
20883,-25.0,8.0,59.0,3.14,1.520552,73.83,1482.015625,0.84375,30.61,S12,1
20884,-27.0,7.0,59.0,1.79,1.520552,74.02,1482.875,0.859375,30.61,S12,1
20885,-25.0,7.0,59.0,0.25,1.516706,74.18,1483.671875,0.796875,30.59,S12,1
20886,-23.0,8.0,60.0,-1.07,1.51158,74.33,1484.53125,0.859375,30.59,S12,1
20887,-24.0,8.0,60.0,-1.78,1.51158,74.32,1485.59375,1.0625,30.59,S12,1
20888,-25.0,8.0,59.0,-1.73,1.509016,74.32,1486.59375,1.0,30.59,S12,1
20889,-26.0,8.0,59.0,-0.99,1.507734,74.3,1504.453125,0.640625,30.59,S12,0
20890,-26.0,8.0,59.0,0.14,1.503889,74.28,1512.265625,0.9375,30.59,S12,1
20891,-26.0,7.0,59.0,1.31,1.506453,74.25,1520.609375,0.96875,30.59,S12,1
20892,-25.0,8.0,59.0,2.18,1.48979,74.22,1521.53125,0.921875,30.59,S12,1
20893,-25.0,8.0,59.0,2.47,1.487227,74.2,1522.390625,0.859375,30.57,S12,1
20894,-25.0,8.0,60.0,2.09,1.488509,74.17,1523.265625,0.875,30.57,S12,1
20895,-25.0,8.0,59.0,1.04,1.48979,74.12,1524.046875,0.78125,30.57,S12,1
20896,-25.0,8.0,59.0,-0.44,1.487227,74.05,1524.8125,0.765625,30.57,S12,1
20897,-25.0,8.0,59.0,-1.97,1.494917,73.97,1525.6875,0.875,30.59,S12,1
20898,-25.0,8.0,59.0,-3.12,1.48979,73.9,1526.515625,0.828125,30.59,S12,1
20899,-25.0,8.0,59.0,-3.56,1.488509,73.85,1527.328125,0.8125,30.59,S12,1
20900,-25.0,8.0,59.0,-3.2,1.484663,73.78,1528.171875,0.84375,30.59,S12,1
20901,-25.0,8.0,59.0,-2.24,1.487227,73.73,1529.03125,0.859375,30.59,S12,1
20902,-25.0,8.0,59.0,-1.11,1.468001,73.7,1529.875,0.84375,30.59,S12,1
20903,-25.0,8.0,59.0,-0.27,1.469283,73.68,1530.6875,0.8125,30.59,S12,1
20904,-25.0,8.0,59.0,-0.08,1.468001,73.65,1531.5,0.8125,30.59,S12,1
20905,-25.0,8.0,59.0,-0.69,1.466719,73.65,1598.125,0.859375,30.57,S12,1
20906,-25.0,8.0,59.0,-2.04,1.466719,73.65,1651.140625,0.765625,30.57,S12,1
20907,-25.0,8.0,59.0,-3.84,1.469283,73.65,1651.9375,0.796875,30.57,S12,1
20908,-25.0,8.0,59.0,-5.74,1.475691,73.63,1652.75,0.8125,30.57,S12,1
20909,-25.0,8.0,59.0,-7.36,1.468001,73.63,1653.609375,0.859375,30.57,S12,1
20910,-25.0,8.0,59.0,-8.45,1.443649,73.63,1665.71875,0.78125,30.57,S12,1
20911,-25.0,8.0,59.0,-8.9,1.434677,73.62,1692.140625,0.65625,30.57,S12,0
20912,-25.0,8.0,59.0,-8.81,1.434677,73.58,1692.84375,0.703125,30.57,S12,1
20913,-25.0,8.0,59.0,-8.46,1.434677,73.55,1693.53125,0.6875,30.59,S12,1
20914,-25.0,8.0,59.0,-8.22,1.424423,73.55,1706.734375,0.765625,30.59,S12,1
20915,-25.0,8.0,59.0,-8.39,1.428268,73.53,1707.53125,0.796875,30.59,S12,1
20916,-25.0,8.0,59.0,-9.06,1.433395,73.55,1713.625,0.671875,30.59,S12,0
20917,-25.0,8.0,59.0,-10.12,1.438522,73.55,1772.46875,0.703125,30.57,S12,1
20918,-25.0,8.0,59.0,-11.21,1.443649,73.55,1773.203125,0.734375,30.57,S12,1
20919,-25.0,8.0,59.0,-11.9,1.455184,73.53,1796.84375,0.796875,30.57,S12,1
20920,-25.0,8.0,59.0,-11.82,1.457747,73.53,1797.703125,0.859375,30.57,S12,1
20921,-25.0,8.0,59.0,-10.84,1.468001,73.52,1798.484375,0.78125,30.55,S12,1
20922,-25.0,8.0,59.0,-9.07,1.462874,73.5,1831.5,0.8125,30.55,S12,1
20923,-25.0,8.0,59.0,-6.83,1.466719,73.47,1832.328125,0.828125,30.55,S12,1
20924,-25.0,8.0,59.0,-4.53,1.470565,73.45,1833.125,0.796875,30.55,S12,1
20925,-25.0,8.0,59.0,-2.52,1.470565,73.43,1840.421875,0.828125,30.53,S12,1
20926,-25.0,8.0,59.0,-1.04,1.466719,73.38,1841.15625,0.734375,30.53,S12,1
20927,-25.0,8.0,59.0,-0.16,1.461593,73.32,1841.859375,0.703125,30.53,S12,1
20928,-25.0,8.0,59.0,0.18,1.464156,73.22,1842.515625,0.65625,30.53,S12,0
20929,-25.0,8.0,59.0,0.09,1.421859,73.12,1843.1875,0.671875,30.55,S12,0
20930,-25.0,8.0,59.0,-0.28,1.448775,72.98,1843.90625,0.71875,30.55,S12,1
20931,-25.0,8.0,59.0,-0.79,1.453902,72.87,1852.265625,0.71875,30.55,S12,1
20932,-25.0,8.0,59.0,-1.31,1.455184,72.75,1853.015625,0.75,30.55,S12,1
20933,-25.0,8.0,59.0,-1.74,1.452621,72.65,1853.78125,0.765625,30.55,S12,1
20934,-25.0,8.0,59.0,-1.99,1.461593,72.55,1854.546875,0.765625,30.55,S12,1
20935,-25.0,8.0,59.0,-2.03,1.446212,72.45,1855.359375,0.8125,30.55,S12,1
20936,-25.0,8.0,59.0,-1.87,1.442367,72.33,1856.21875,0.859375,30.55,S12,1
20937,-25.0,8.0,59.0,-1.61,1.441085,72.22,1857.0625,0.84375,30.57,S12,1
20938,-25.0,8.0,59.0,-1.34,1.438522,72.08,1857.84375,0.78125,30.57,S12,1
20939,-25.0,8.0,59.0,-1.18,1.432113,71.95,1858.578125,0.734375,30.57,S12,1
20940,-25.0,8.0,59.0,-1.16,1.433395,71.83,1859.390625,0.8125,30.57,S12,1
20941,-25.0,8.0,59.0,-1.29,1.433395,71.72,1860.21875,0.828125,30.57,S12,1
20942,-25.0,8.0,59.0,-1.52,1.428268,71.52,1860.984375,0.765625,30.57,S12,0
20943,-25.0,8.0,59.0,-1.78,1.426986,71.37,1861.734375,0.75,30.57,S12,0
20944,-25.0,8.0,59.0,-2.02,1.424423,71.2,1862.453125,0.71875,30.57,S12,0
20945,-25.0,8.0,59.0,-2.21,1.415451,71.03,1863.203125,0.75,30.55,S12,0
20946,-25.0,8.0,59.0,-2.38,1.419296,70.88,1864.03125,0.828125,30.55,S12,0
20947,-25.0,8.0,59.0,-2.53,1.418014,70.88,1864.828125,0.796875,30.55,S12,0
20948,-25.0,7.0,59.0,-2.72,1.420578,70.9,1882.984375,0.703125,30.55,S12,0
20949,-25.0,8.0,59.0,-2.98,1.425704,70.92,1883.65625,0.671875,30.53,S12,0
20950,-25.0,8.0,59.0,-3.3,1.398788,70.95,1884.453125,0.796875,30.53,S12,0
20951,-25.0,8.0,59.0,-3.58,1.40007,71.0,1885.1875,0.734375,30.53,S12,0
20952,-25.0,8.0,59.0,-3.72,1.405197,71.07,1934.59375,0.875,30.53,S12,0
20953,-25.0,8.0,59.0,-3.68,1.419296,71.12,1935.421875,0.828125,30.55,S12,0
20954,-25.0,8.0,59.0,-3.5,1.424423,71.17,1967.3125,0.765625,30.55,S12,0
20955,-25.0,8.0,60.0,-3.39,1.433395,71.22,1968.09375,0.78125,30.55,S12,0
20956,-25.0,8.0,60.0,-3.65,1.441085,71.27,1968.875,0.78125,30.55,S12,0
20957,-25.0,7.0,59.0,-4.48,1.448775,71.33,1969.640625,0.765625,30.55,S12,0
20958,-25.0,8.0,59.0,-5.85,1.447494,71.38,1970.40625,0.765625,30.55,S12,0
20959,-26.0,8.0,59.0,-7.48,1.453902,71.45,1971.125,0.71875,30.55,S12,0
20960,-25.0,8.0,59.0,-8.87,1.450057,71.53,1971.84375,0.71875,30.55,S12,0
20961,-25.0,7.0,59.0,-9.6,1.450057,71.6,1972.578125,0.734375,30.55,S12,0
20962,-25.0,8.0,59.0,-9.47,1.451339,71.67,1973.328125,0.75,30.55,S12,0
20963,-25.0,8.0,59.0,-8.66,1.451339,71.72,1974.109375,0.78125,30.55,S12,1
20964,-26.0,8.0,59.0,-7.59,1.443649,71.75,1974.859375,0.75,30.55,S12,1
20965,-25.0,8.0,59.0,-6.76,1.430831,71.78,1975.609375,0.75,30.51,S12,1
20966,-25.0,8.0,60.0,-6.5,1.415451,71.78,1976.40625,0.796875,30.51,S12,1
20967,-26.0,7.0,59.0,-6.89,1.415451,71.8,1977.203125,0.796875,30.51,S12,1
20968,-25.0,8.0,59.0,-7.72,1.410324,71.82,1978.015625,0.8125,30.51,S12,1
20969,-25.0,8.0,59.0,-8.59,1.401352,71.83,1978.8125,0.796875,30.55,S12,1
20970,-26.0,8.0,59.0,-9.1,1.385971,71.87,1979.5625,0.75,30.55,S12,1
20971,-26.0,7.0,59.0,-8.96,1.394943,71.93,1980.234375,0.671875,30.55,S12,0
20972,-25.0,7.0,60.0,-8.06,1.396225,72.02,1980.921875,0.6875,30.55,S12,1
20973,-25.0,8.0,59.0,-6.53,1.407761,72.1,1981.65625,0.734375,30.53,S12,1
20974,-25.0,8.0,59.0,-4.59,1.407761,72.15,1982.46875,0.8125,30.53,S12,1
20975,-25.0,8.0,59.0,-2.55,1.411606,72.18,1983.234375,0.765625,30.53,S12,1
20976,-25.0,8.0,59.0,-0.65,1.409042,72.18,1984.015625,0.78125,30.53,S12,1
20977,-25.0,8.0,59.0,0.92,1.407761,72.18,1984.84375,0.828125,30.55,S12,1
20978,-25.0,8.0,59.0,2.08,1.406479,72.17,1985.640625,0.796875,30.55,S12,1
20979,-25.0,8.0,59.0,2.8,1.402634,72.17,1986.375,0.734375,30.55,S12,1
20980,-25.0,8.0,59.0,3.11,1.40007,72.13,1987.125,0.75,30.55,S12,1
20981,-25.0,8.0,59.0,3.05,1.397507,72.12,1987.890625,0.765625,30.53,S12,1
20982,-26.0,7.0,59.0,2.74,1.40007,72.08,1988.734375,0.84375,30.53,S12,1
20983,-26.0,8.0,59.0,2.31,1.396225,72.07,1989.53125,0.796875,30.53,S12,1
20984,-25.0,8.0,60.0,1.91,1.403915,72.03,1990.28125,0.75,30.53,S12,1
20985,-25.0,8.0,59.0,1.65,1.403915,72.0,1991.03125,0.75,30.53,S12,1
20986,-25.0,8.0,59.0,1.56,1.420578,71.98,1991.796875,0.765625,30.53,S12,1
20987,-25.0,8.0,59.0,1.58,1.419296,71.95,1992.5625,0.765625,30.53,S12,1
20988,-25.0,8.0,59.0,1.6,1.425704,71.93,1993.328125,0.765625,30.53,S12,1
20989,-26.0,8.0,59.0,1.57,1.428268,71.9,1994.046875,0.71875,30.53,S12,1
20990,-25.0,8.0,59.0,1.5,1.42955,71.88,1994.765625,0.71875,30.53,S12,1
20991,-24.0,8.0,59.0,1.43,1.430831,71.87,1995.5,0.734375,30.53,S12,1
20992,-25.0,8.0,59.0,1.44,1.438522,71.87,1996.296875,0.796875,30.53,S12,1
20993,-26.0,8.0,59.0,1.59,1.448775,71.87,1997.015625,0.71875,30.55,S12,1
20994,-25.0,8.0,59.0,1.87,1.453902,71.88,1997.71875,0.703125,30.55,S12,1
20995,-26.0,8.0,59.0,2.25,1.457747,71.9,1998.4375,0.71875,30.55,S12,1
20996,-26.0,8.0,59.0,2.68,1.457747,71.92,1999.1875,0.75,30.55,S12,1
20997,-25.0,7.0,59.0,3.08,1.459029,71.92,2027.125,0.859375,30.55,S12,1
20998,-25.0,8.0,59.0,3.38,1.450057,71.92,2035.3125,0.75,30.55,S12,1
20999,-25.0,8.0,59.0,3.46,1.443649,71.92,2036.03125,0.71875,30.55,S12,1
21000,-25.0,8.0,59.0,3.24,1.435958,71.88,2036.71875,0.6875,30.55,S12,1
21001,-25.0,8.0,59.0,2.68,1.434677,71.87,2044.84375,0.828125,30.55,S12,1
21002,-25.0,8.0,59.0,1.87,1.432113,71.85,2045.625,0.78125,30.55,S12,1
21003,-26.0,8.0,59.0,1.0,1.428268,71.82,2046.421875,0.796875,30.55,S12,1
21004,-26.0,7.0,59.0,0.27,1.421859,71.8,2047.203125,0.78125,30.55,S12,1
21005,-24.0,8.0,59.0,-0.15,1.412887,71.8,2047.984375,0.78125,30.51,S12,1
21006,-26.0,8.0,59.0,-0.22,1.411606,71.78,2048.796875,0.8125,30.51,S12,1
21007,-26.0,8.0,59.0,-0.04,1.407761,71.82,2049.640625,0.84375,30.51,S12,1
21008,-26.0,8.0,59.0,0.21,1.409042,71.83,2050.46875,0.828125,30.51,S12,1
21009,-24.0,8.0,60.0,0.36,1.405197,71.87,2051.25,0.78125,30.55,S12,1
21010,-24.0,8.0,60.0,0.32,1.40007,71.9,2051.984375,0.734375,30.55,S12,1
21011,-26.0,8.0,59.0,0.09,1.401352,71.93,2052.765625,0.78125,30.55,S12,1
21012,-26.0,8.0,59.0,-0.3,1.402634,71.95,2053.609375,0.84375,30.55,S12,1
21013,-26.0,8.0,59.0,-0.77,1.410324,71.98,2054.421875,0.8125,30.55,S12,1
21014,-25.0,8.0,59.0,-1.27,1.425704,72.02,2055.1875,0.765625,30.55,S12,1
21015,-25.0,8.0,59.0,-1.81,1.438522,72.07,2055.984375,0.796875,30.55,S12,1
21016,-25.0,8.0,59.0,-2.39,1.443649,72.12,2056.828125,0.84375,30.55,S12,1
21017,-25.0,8.0,59.0,-3.04,1.446212,72.17,2057.59375,0.765625,30.53,S12,1
21018,-25.0,8.0,59.0,-3.77,1.447494,72.22,2058.390625,0.796875,30.53,S12,1
21019,-26.0,7.0,59.0,-4.61,1.448775,72.25,2059.203125,0.8125,30.53,S12,1
21020,-26.0,7.0,59.0,-5.57,1.442367,72.28,2060.046875,0.84375,30.53,S12,1
21021,-25.0,8.0,59.0,-6.63,1.430831,72.32,2060.890625,0.84375,30.51,S12,1
21022,-26.0,8.0,59.0,-7.7,1.424423,72.33,2125.953125,0.84375,30.51,S12,1
21023,-26.0,8.0,59.0,-8.64,1.420578,72.37,2126.765625,0.8125,30.51,S12,1
21024,-26.0,8.0,59.0,-9.26,1.412887,72.42,2127.578125,0.8125,30.51,S12,1
21025,-26.0,8.0,58.0,-9.35,1.415451,72.47,2128.40625,0.828125,30.51,S12,1
21026,-26.0,7.0,60.0,-8.77,1.415451,72.53,2129.265625,0.859375,30.51,S12,1
21027,-25.0,8.0,59.0,-7.48,1.419296,72.58,2130.09375,0.828125,30.51,S12,1
21028,-25.0,7.0,59.0,-5.6,1.420578,72.65,2130.890625,0.796875,30.51,S12,1
21029,-26.0,8.0,59.0,-3.42,1.418014,72.72,2131.765625,0.875,30.49,S12,1
21030,-27.0,8.0,58.0,-1.36,1.421859,72.78,2132.65625,0.890625,30.49,S12,1
21031,-27.0,8.0,59.0,0.17,1.414169,72.83,2133.484375,0.828125,30.49,S12,1
21032,-26.0,8.0,59.0,0.91,1.416732,72.85,2134.34375,0.859375,30.49,S12,1
21033,-25.0,8.0,59.0,0.82,1.407761,72.85,2135.1875,0.84375,30.53,S12,1
21034,-26.0,8.0,59.0,0.15,1.406479,72.85,2136.03125,0.84375,30.53,S12,1
21035,-26.0,8.0,59.0,-0.72,1.403915,72.85,2136.796875,0.765625,30.53,S12,1
21036,-26.0,8.0,59.0,-1.4,1.398788,72.87,2137.5625,0.765625,30.53,S12,1
21037,-26.0,8.0,58.0,-1.69,1.39238,72.88,2138.390625,0.828125,30.53,S12,1
21038,-26.0,8.0,59.0,-1.65,1.389816,72.92,2139.265625,0.875,30.53,S12,1
21039,-26.0,8.0,59.0,-1.52,1.387253,72.95,2140.140625,0.875,30.53,S12,1
21040,-25.0,8.0,59.0,-1.53,1.387253,73.0,2140.984375,0.84375,30.53,S12,1
21041,-26.0,8.0,59.0,-1.77,1.379563,73.03,2141.859375,0.875,30.53,S12,1
21042,-26.0,8.0,59.0,-2.08,1.359055,73.1,2142.71875,0.859375,30.53,S12,1
21043,-26.0,8.0,59.0,-2.17,1.364182,73.15,2143.53125,0.8125,30.53,S12,1
21044,-26.0,8.0,59.0,-1.81,1.360337,73.18,2144.359375,0.828125,30.53,S12,1
21045,-26.0,8.0,59.0,-0.98,1.350083,73.22,2145.1875,0.828125,30.49,S12,1
21046,-26.0,7.0,59.0,0.07,1.333421,73.23,2146.0625,0.875,30.49,S12,1
21047,-26.0,8.0,59.0,0.96,1.269335,73.23,2146.875,0.8125,30.49,S12,1
21048,-26.0,8.0,59.0,1.38,1.162953,73.23,2147.75,0.875,30.49,S12,1
21049,-25.0,8.0,59.0,1.24,1.112966,73.25,2148.640625,0.890625,30.51,S12,1
21050,-26.0,8.0,59.0,0.69,1.111684,73.27,2149.546875,0.90625,30.51,S12,1
21051,-26.0,7.0,59.0,-0.02,1.047598,73.28,2150.390625,0.84375,30.51,S12,1
21052,-26.0,8.0,60.0,-0.64,0.965568,73.32,2151.3125,0.921875,30.51,S12,1
21053,-24.0,7.0,58.0,-1.08,0.833551,73.35,2152.234375,0.921875,30.51,S12,1
21054,-26.0,8.0,59.0,-1.37,0.322047,73.38,2153.140625,0.90625,30.51,S12,1
21055,-27.0,8.0,59.0,-1.61,1.142277,73.42,2153.984375,0.84375,30.51,S12,1
